REF_AREA,TIME_PERIOD,INDICATOR,OBS_VALUE,REF_AREA_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,FREQ,OBS_STATUS,INDICATOR_LABEL
IDX,2019,WB_WDI_NY_GDP_MKTP_CD,1.35E+12,IDA only,USD,US dollars,A,A,GDP (current US$)
IDA,2019,WB_WDI_NY_GDP_MKTP_CD,2.70E+12,IDA total,USD,US dollars,A,A,GDP (current US$)
LTE,2019,WB_WDI_NY_GDP_MKTP_CD,2.34E+13,Late-demographic dividend,USD,US dollars,A,A,GDP (current US$)
LCN,2019,WB_WDI_NY_GDP_MKTP_CD,5.47E+12,Latin America & Caribbean,USD,US dollars,A,A,GDP (current US$)
LAC,2019,WB_WDI_NY_GDP_MKTP_CD,4.75E+12,Latin America & Caribbean (excluding high income),USD,US dollars,A,A,GDP (current US$)
TLA,2019,WB_WDI_NY_GDP_MKTP_CD,5.23E+12,Latin America & Caribbean (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
LDC,2019,WB_WDI_NY_GDP_MKTP_CD,1.17E+12,Least developed countries: UN classification,USD,US dollars,A,A,GDP (current US$)
LMY,2019,WB_WDI_NY_GDP_MKTP_CD,3.09E+13,Low & middle income,USD,US dollars,A,A,GDP (current US$)
LIC,2019,WB_WDI_NY_GDP_MKTP_CD,3.52E+11,Low income,USD,US dollars,A,A,GDP (current US$)
ARE,1995,WB_WDI_NY_GDP_MKTP_CD,6.57E+10,United Arab Emirates,USD,US dollars,A,A,GDP (current US$)
GBR,1995,WB_WDI_NY_GDP_MKTP_CD,1.35E+12,United Kingdom,USD,US dollars,A,A,GDP (current US$)
USA,1995,WB_WDI_NY_GDP_MKTP_CD,7.64E+12,United States,USD,US dollars,A,A,GDP (current US$)
URY,1995,WB_WDI_NY_GDP_MKTP_CD,1.93E+10,Uruguay,USD,US dollars,A,A,GDP (current US$)
UZB,1995,WB_WDI_NY_GDP_MKTP_CD,1.34E+10,Uzbekistan,USD,US dollars,A,A,GDP (current US$)
VUT,1995,WB_WDI_NY_GDP_MKTP_CD,2.49E+08,Vanuatu,USD,US dollars,A,A,GDP (current US$)
VEN,1995,WB_WDI_NY_GDP_MKTP_CD,7.74E+10,"Venezuela, RB",USD,US dollars,A,A,GDP (current US$)
VNM,1995,WB_WDI_NY_GDP_MKTP_CD,2.07E+10,Vietnam,USD,US dollars,A,A,GDP (current US$)
PSE,1995,WB_WDI_NY_GDP_MKTP_CD,3.28E+09,West Bank and Gaza,USD,US dollars,A,A,GDP (current US$)
YEM,1995,WB_WDI_NY_GDP_MKTP_CD,1.28E+10,"Yemen, Rep.",USD,US dollars,A,A,GDP (current US$)
ZMB,1995,WB_WDI_NY_GDP_MKTP_CD,3.81E+09,Zambia,USD,US dollars,A,A,GDP (current US$)
ZWE,1995,WB_WDI_NY_GDP_MKTP_CD,7.12E+09,Zimbabwe,USD,US dollars,A,A,GDP (current US$)
AFE,1996,WB_WDI_NY_GDP_MKTP_CD,2.73E+11,Eastern & Southern Africa,USD,US dollars,A,A,GDP (current US$)
AFW,1996,WB_WDI_NY_GDP_MKTP_CD,2.64E+11,Western & Central Africa,USD,US dollars,A,A,GDP (current US$)
ARB,1996,WB_WDI_NY_GDP_MKTP_CD,5.71E+11,Arab World,USD,US dollars,A,A,GDP (current US$)
CSS,1996,WB_WDI_NY_GDP_MKTP_CD,1.69E+10,Caribbean small states,USD,US dollars,A,A,GDP (current US$)
CEB,1996,WB_WDI_NY_GDP_MKTP_CD,4.18E+11,Central Europe and the Baltics,USD,US dollars,A,A,GDP (current US$)
EAS,2000,WB_WDI_NY_GDP_MKTP_CD,8.41E+12,East Asia & Pacific,USD,US dollars,A,A,GDP (current US$)
EAP,2000,WB_WDI_NY_GDP_MKTP_CD,1.75E+12,East Asia & Pacific (excluding high income),USD,US dollars,A,A,GDP (current US$)
TEA,2000,WB_WDI_NY_GDP_MKTP_CD,1.75E+12,East Asia & Pacific (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
EMU,2000,WB_WDI_NY_GDP_MKTP_CD,6.53E+12,Euro area,USD,US dollars,A,A,GDP (current US$)
ECS,2000,WB_WDI_NY_GDP_MKTP_CD,1.01E+13,Europe & Central Asia,USD,US dollars,A,A,GDP (current US$)
ECA,2000,WB_WDI_NY_GDP_MKTP_CD,3.91E+11,Europe & Central Asia (excluding high income),USD,US dollars,A,A,GDP (current US$)
TEC,2000,WB_WDI_NY_GDP_MKTP_CD,8.96E+11,Europe & Central Asia (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
EUU,2000,WB_WDI_NY_GDP_MKTP_CD,7.29E+12,European Union,USD,US dollars,A,A,GDP (current US$)
FCS,2000,WB_WDI_NY_GDP_MKTP_CD,4.67E+11,Fragile and conflict affected situations,USD,US dollars,A,A,GDP (current US$)
HPC,2000,WB_WDI_NY_GDP_MKTP_CD,1.82E+11,Heavily indebted poor countries (HIPC),USD,US dollars,A,A,GDP (current US$)
HIC,2000,WB_WDI_NY_GDP_MKTP_CD,2.81E+13,High income,USD,US dollars,A,A,GDP (current US$)
IBD,2000,WB_WDI_NY_GDP_MKTP_CD,5.89E+12,IBRD only,USD,US dollars,A,A,GDP (current US$)
IBT,2000,WB_WDI_NY_GDP_MKTP_CD,6.41E+12,IDA & IBRD total,USD,US dollars,A,A,GDP (current US$)
IDB,2000,WB_WDI_NY_GDP_MKTP_CD,2.44E+11,IDA blend,USD,US dollars,A,A,GDP (current US$)
OSS,2001,WB_WDI_NY_GDP_MKTP_CD,4.76E+10,Other small states,USD,US dollars,A,A,GDP (current US$)
PSS,2001,WB_WDI_NY_GDP_MKTP_CD,3.39E+09,Pacific island small states,USD,US dollars,A,A,GDP (current US$)
PST,2001,WB_WDI_NY_GDP_MKTP_CD,2.62E+13,Post-demographic dividend,USD,US dollars,A,A,GDP (current US$)
PRE,2001,WB_WDI_NY_GDP_MKTP_CD,2.70E+11,Pre-demographic dividend,USD,US dollars,A,A,GDP (current US$)
SST,2001,WB_WDI_NY_GDP_MKTP_CD,7.75E+10,Small states,USD,US dollars,A,A,GDP (current US$)
SAS,2001,WB_WDI_NY_GDP_MKTP_CD,5.63E+11,South Asia,USD,US dollars,A,A,GDP (current US$)
TSA,2001,WB_WDI_NY_GDP_MKTP_CD,5.63E+11,South Asia (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
SSF,2001,WB_WDI_NY_GDP_MKTP_CD,4.11E+11,Sub-Saharan Africa,USD,US dollars,A,A,GDP (current US$)
SSA,2001,WB_WDI_NY_GDP_MKTP_CD,4.02E+11,Sub-Saharan Africa (excluding high income),USD,US dollars,A,A,GDP (current US$)
TSS,2001,WB_WDI_NY_GDP_MKTP_CD,4.11E+11,Sub-Saharan Africa (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
UMC,2001,WB_WDI_NY_GDP_MKTP_CD,4.37E+12,Upper middle income,USD,US dollars,A,A,GDP (current US$)
WLD,2001,WB_WDI_NY_GDP_MKTP_CD,3.37E+13,World,USD,US dollars,A,A,GDP (current US$)
AFG,2001,WB_WDI_NY_GDP_MKTP_CD,2.81E+09,Afghanistan,USD,US dollars,A,A,GDP (current US$)
ALB,2001,WB_WDI_NY_GDP_MKTP_CD,4.06E+09,Albania,USD,US dollars,A,A,GDP (current US$)
DZA,2001,WB_WDI_NY_GDP_MKTP_CD,5.94E+10,Algeria,USD,US dollars,A,A,GDP (current US$)
LDC,2017,WB_WDI_NY_GDP_MKTP_CD,1.04E+12,Least developed countries: UN classification,USD,US dollars,A,A,GDP (current US$)
LMY,2017,WB_WDI_NY_GDP_MKTP_CD,2.81E+13,Low & middle income,USD,US dollars,A,A,GDP (current US$)
LIC,2017,WB_WDI_NY_GDP_MKTP_CD,3.27E+11,Low income,USD,US dollars,A,A,GDP (current US$)
LMC,2017,WB_WDI_NY_GDP_MKTP_CD,5.77E+12,Lower middle income,USD,US dollars,A,A,GDP (current US$)
MEA,2017,WB_WDI_NY_GDP_MKTP_CD,3.80E+12,"Middle East, North Africa, Afghanistan & Pakistan",USD,US dollars,A,A,GDP (current US$)
MNA,2017,WB_WDI_NY_GDP_MKTP_CD,1.88E+12,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",USD,US dollars,A,A,GDP (current US$)
TMN,2017,WB_WDI_NY_GDP_MKTP_CD,1.86E+12,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",USD,US dollars,A,A,GDP (current US$)
MIC,2017,WB_WDI_NY_GDP_MKTP_CD,2.78E+13,Middle income,USD,US dollars,A,A,GDP (current US$)
NAC,2017,WB_WDI_NY_GDP_MKTP_CD,2.11E+13,North America,USD,US dollars,A,A,GDP (current US$)
OED,2017,WB_WDI_NY_GDP_MKTP_CD,5.07E+13,OECD members,USD,US dollars,A,A,GDP (current US$)
OSS,2017,WB_WDI_NY_GDP_MKTP_CD,1.43E+11,Other small states,USD,US dollars,A,A,GDP (current US$)
PSS,2017,WB_WDI_NY_GDP_MKTP_CD,1.03E+10,Pacific island small states,USD,US dollars,A,A,GDP (current US$)
PST,2017,WB_WDI_NY_GDP_MKTP_CD,4.77E+13,Post-demographic dividend,USD,US dollars,A,A,GDP (current US$)
HIC,2015,WB_WDI_NY_GDP_MKTP_CD,5.00E+13,High income,USD,US dollars,A,A,GDP (current US$)
IBD,2015,WB_WDI_NY_GDP_MKTP_CD,2.59E+13,IBRD only,USD,US dollars,A,A,GDP (current US$)
IBT,2015,WB_WDI_NY_GDP_MKTP_CD,2.81E+13,IDA & IBRD total,USD,US dollars,A,A,GDP (current US$)
IDB,2015,WB_WDI_NY_GDP_MKTP_CD,1.10E+12,IDA blend,USD,US dollars,A,A,GDP (current US$)
IDX,2015,WB_WDI_NY_GDP_MKTP_CD,1.06E+12,IDA only,USD,US dollars,A,A,GDP (current US$)
IDA,2015,WB_WDI_NY_GDP_MKTP_CD,2.17E+12,IDA total,USD,US dollars,A,A,GDP (current US$)
LTE,2015,WB_WDI_NY_GDP_MKTP_CD,1.88E+13,Late-demographic dividend,USD,US dollars,A,A,GDP (current US$)
LCN,2015,WB_WDI_NY_GDP_MKTP_CD,5.29E+12,Latin America & Caribbean,USD,US dollars,A,A,GDP (current US$)
LAC,2015,WB_WDI_NY_GDP_MKTP_CD,4.58E+12,Latin America & Caribbean (excluding high income),USD,US dollars,A,A,GDP (current US$)
TLA,2015,WB_WDI_NY_GDP_MKTP_CD,5.07E+12,Latin America & Caribbean (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
LDC,2015,WB_WDI_NY_GDP_MKTP_CD,9.46E+11,Least developed countries: UN classification,USD,US dollars,A,A,GDP (current US$)
LMY,2015,WB_WDI_NY_GDP_MKTP_CD,2.55E+13,Low & middle income,USD,US dollars,A,A,GDP (current US$)
LIC,2015,WB_WDI_NY_GDP_MKTP_CD,3.62E+11,Low income,USD,US dollars,A,A,GDP (current US$)
EUU,2008,WB_WDI_NY_GDP_MKTP_CD,1.64E+13,European Union,USD,US dollars,A,A,GDP (current US$)
FCS,2008,WB_WDI_NY_GDP_MKTP_CD,1.48E+12,Fragile and conflict affected situations,USD,US dollars,A,A,GDP (current US$)
HPC,2008,WB_WDI_NY_GDP_MKTP_CD,4.82E+11,Heavily indebted poor countries (HIPC),USD,US dollars,A,A,GDP (current US$)
HIC,2008,WB_WDI_NY_GDP_MKTP_CD,4.85E+13,High income,USD,US dollars,A,A,GDP (current US$)
IBD,2008,WB_WDI_NY_GDP_MKTP_CD,1.71E+13,IBRD only,USD,US dollars,A,A,GDP (current US$)
IBT,2008,WB_WDI_NY_GDP_MKTP_CD,1.86E+13,IDA & IBRD total,USD,US dollars,A,A,GDP (current US$)
IDB,2008,WB_WDI_NY_GDP_MKTP_CD,7.15E+11,IDA blend,USD,US dollars,A,A,GDP (current US$)
IDX,2008,WB_WDI_NY_GDP_MKTP_CD,7.05E+11,IDA only,USD,US dollars,A,A,GDP (current US$)
IDA,2008,WB_WDI_NY_GDP_MKTP_CD,1.42E+12,IDA total,USD,US dollars,A,A,GDP (current US$)
LTE,2008,WB_WDI_NY_GDP_MKTP_CD,1.18E+13,Late-demographic dividend,USD,US dollars,A,A,GDP (current US$)
LCN,2008,WB_WDI_NY_GDP_MKTP_CD,4.64E+12,Latin America & Caribbean,USD,US dollars,A,A,GDP (current US$)
LAC,2008,WB_WDI_NY_GDP_MKTP_CD,3.90E+12,Latin America & Caribbean (excluding high income),USD,US dollars,A,A,GDP (current US$)
TLA,2008,WB_WDI_NY_GDP_MKTP_CD,4.47E+12,Latin America & Caribbean (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
LDC,2008,WB_WDI_NY_GDP_MKTP_CD,6.36E+11,Least developed countries: UN classification,USD,US dollars,A,A,GDP (current US$)
AFE,2016,WB_WDI_NY_GDP_MKTP_CD,8.32E+11,Eastern & Southern Africa,USD,US dollars,A,A,GDP (current US$)
AFW,2016,WB_WDI_NY_GDP_MKTP_CD,7.00E+11,Western & Central Africa,USD,US dollars,A,A,GDP (current US$)
ARB,2016,WB_WDI_NY_GDP_MKTP_CD,2.54E+12,Arab World,USD,US dollars,A,A,GDP (current US$)
CSS,2016,WB_WDI_NY_GDP_MKTP_CD,5.81E+10,Caribbean small states,USD,US dollars,A,A,GDP (current US$)
CEB,2016,WB_WDI_NY_GDP_MKTP_CD,1.32E+12,Central Europe and the Baltics,USD,US dollars,A,A,GDP (current US$)
EAR,2016,WB_WDI_NY_GDP_MKTP_CD,1.04E+13,Early-demographic dividend,USD,US dollars,A,A,GDP (current US$)
EAS,2016,WB_WDI_NY_GDP_MKTP_CD,2.31E+13,East Asia & Pacific,USD,US dollars,A,A,GDP (current US$)
EAP,2016,WB_WDI_NY_GDP_MKTP_CD,1.38E+13,East Asia & Pacific (excluding high income),USD,US dollars,A,A,GDP (current US$)
TEA,2016,WB_WDI_NY_GDP_MKTP_CD,1.38E+13,East Asia & Pacific (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
EMU,2016,WB_WDI_NY_GDP_MKTP_CD,1.21E+13,Euro area,USD,US dollars,A,A,GDP (current US$)
ECS,2016,WB_WDI_NY_GDP_MKTP_CD,2.05E+13,Europe & Central Asia,USD,US dollars,A,A,GDP (current US$)
ECA,2016,WB_WDI_NY_GDP_MKTP_CD,1.45E+12,Europe & Central Asia (excluding high income),USD,US dollars,A,A,GDP (current US$)
TEC,2016,WB_WDI_NY_GDP_MKTP_CD,3.49E+12,Europe & Central Asia (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
EUU,2016,WB_WDI_NY_GDP_MKTP_CD,1.40E+13,European Union,USD,US dollars,A,A,GDP (current US$)
AFW,2004,WB_WDI_NY_GDP_MKTP_CD,2.58E+11,Western & Central Africa,USD,US dollars,A,A,GDP (current US$)
ARB,2004,WB_WDI_NY_GDP_MKTP_CD,9.87E+11,Arab World,USD,US dollars,A,A,GDP (current US$)
CSS,2004,WB_WDI_NY_GDP_MKTP_CD,3.36E+10,Caribbean small states,USD,US dollars,A,A,GDP (current US$)
CEB,2004,WB_WDI_NY_GDP_MKTP_CD,7.63E+11,Central Europe and the Baltics,USD,US dollars,A,A,GDP (current US$)
EAR,2004,WB_WDI_NY_GDP_MKTP_CD,4.21E+12,Early-demographic dividend,USD,US dollars,A,A,GDP (current US$)
EAS,2004,WB_WDI_NY_GDP_MKTP_CD,9.82E+12,East Asia & Pacific,USD,US dollars,A,A,GDP (current US$)
EAP,2004,WB_WDI_NY_GDP_MKTP_CD,2.71E+12,East Asia & Pacific (excluding high income),USD,US dollars,A,A,GDP (current US$)
TEA,2004,WB_WDI_NY_GDP_MKTP_CD,2.71E+12,East Asia & Pacific (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
EMU,2004,WB_WDI_NY_GDP_MKTP_CD,1.02E+13,Euro area,USD,US dollars,A,A,GDP (current US$)
ECS,2004,WB_WDI_NY_GDP_MKTP_CD,1.58E+13,Europe & Central Asia,USD,US dollars,A,A,GDP (current US$)
ECA,2004,WB_WDI_NY_GDP_MKTP_CD,6.41E+11,Europe & Central Asia (excluding high income),USD,US dollars,A,A,GDP (current US$)
TEC,2004,WB_WDI_NY_GDP_MKTP_CD,1.63E+12,Europe & Central Asia (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
EUU,2004,WB_WDI_NY_GDP_MKTP_CD,1.14E+13,European Union,USD,US dollars,A,A,GDP (current US$)
FCS,2004,WB_WDI_NY_GDP_MKTP_CD,5.96E+11,Fragile and conflict affected situations,USD,US dollars,A,A,GDP (current US$)
HPC,2004,WB_WDI_NY_GDP_MKTP_CD,2.50E+11,Heavily indebted poor countries (HIPC),USD,US dollars,A,A,GDP (current US$)
OED,2022,WB_WDI_NY_GDP_MKTP_CD,6.06E+13,OECD members,USD,US dollars,A,A,GDP (current US$)
OSS,2022,WB_WDI_NY_GDP_MKTP_CD,1.82E+11,Other small states,USD,US dollars,A,A,GDP (current US$)
PSS,2022,WB_WDI_NY_GDP_MKTP_CD,1.04E+10,Pacific island small states,USD,US dollars,A,A,GDP (current US$)
PST,2022,WB_WDI_NY_GDP_MKTP_CD,5.70E+13,Post-demographic dividend,USD,US dollars,A,A,GDP (current US$)
PRE,2022,WB_WDI_NY_GDP_MKTP_CD,1.86E+12,Pre-demographic dividend,USD,US dollars,A,A,GDP (current US$)
SST,2022,WB_WDI_NY_GDP_MKTP_CD,2.71E+11,Small states,USD,US dollars,A,A,GDP (current US$)
SAS,2022,WB_WDI_NY_GDP_MKTP_CD,3.93E+12,South Asia,USD,US dollars,A,A,GDP (current US$)
TSA,2022,WB_WDI_NY_GDP_MKTP_CD,3.93E+12,South Asia (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
SSF,2022,WB_WDI_NY_GDP_MKTP_CD,2.29E+12,Sub-Saharan Africa,USD,US dollars,A,A,GDP (current US$)
SSA,2022,WB_WDI_NY_GDP_MKTP_CD,2.17E+12,Sub-Saharan Africa (excluding high income),USD,US dollars,A,A,GDP (current US$)
TSS,2022,WB_WDI_NY_GDP_MKTP_CD,2.29E+12,Sub-Saharan Africa (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
UMC,2022,WB_WDI_NY_GDP_MKTP_CD,2.89E+13,Upper middle income,USD,US dollars,A,A,GDP (current US$)
WLD,2022,WB_WDI_NY_GDP_MKTP_CD,1.02E+14,World,USD,US dollars,A,A,GDP (current US$)
AFG,2022,WB_WDI_NY_GDP_MKTP_CD,1.45E+10,Afghanistan,USD,US dollars,A,A,GDP (current US$)
ALB,2022,WB_WDI_NY_GDP_MKTP_CD,1.90E+10,Albania,USD,US dollars,A,A,GDP (current US$)
GBR,1992,WB_WDI_NY_GDP_MKTP_CD,1.18E+12,United Kingdom,USD,US dollars,A,A,GDP (current US$)
USA,1992,WB_WDI_NY_GDP_MKTP_CD,6.52E+12,United States,USD,US dollars,A,A,GDP (current US$)
URY,1992,WB_WDI_NY_GDP_MKTP_CD,1.29E+10,Uruguay,USD,US dollars,A,A,GDP (current US$)
UZB,1992,WB_WDI_NY_GDP_MKTP_CD,1.30E+10,Uzbekistan,USD,US dollars,A,A,GDP (current US$)
VUT,1992,WB_WDI_NY_GDP_MKTP_CD,2.09E+08,Vanuatu,USD,US dollars,A,A,GDP (current US$)
VEN,1992,WB_WDI_NY_GDP_MKTP_CD,6.04E+10,"Venezuela, RB",USD,US dollars,A,A,GDP (current US$)
VNM,1992,WB_WDI_NY_GDP_MKTP_CD,9.87E+09,Vietnam,USD,US dollars,A,A,GDP (current US$)
YEM,1992,WB_WDI_NY_GDP_MKTP_CD,1.80E+10,"Yemen, Rep.",USD,US dollars,A,A,GDP (current US$)
ZMB,1992,WB_WDI_NY_GDP_MKTP_CD,3.18E+09,Zambia,USD,US dollars,A,A,GDP (current US$)
ZWE,1992,WB_WDI_NY_GDP_MKTP_CD,6.76E+09,Zimbabwe,USD,US dollars,A,A,GDP (current US$)
AFE,1993,WB_WDI_NY_GDP_MKTP_CD,2.40E+11,Eastern & Southern Africa,USD,US dollars,A,A,GDP (current US$)
AFW,1993,WB_WDI_NY_GDP_MKTP_CD,1.31E+11,Western & Central Africa,USD,US dollars,A,A,GDP (current US$)
ARB,1993,WB_WDI_NY_GDP_MKTP_CD,4.79E+11,Arab World,USD,US dollars,A,A,GDP (current US$)
CSS,1993,WB_WDI_NY_GDP_MKTP_CD,1.38E+10,Caribbean small states,USD,US dollars,A,A,GDP (current US$)
CEB,1993,WB_WDI_NY_GDP_MKTP_CD,2.70E+11,Central Europe and the Baltics,USD,US dollars,A,A,GDP (current US$)
EAR,1993,WB_WDI_NY_GDP_MKTP_CD,2.38E+12,Early-demographic dividend,USD,US dollars,A,A,GDP (current US$)
EAS,1993,WB_WDI_NY_GDP_MKTP_CD,6.64E+12,East Asia & Pacific,USD,US dollars,A,A,GDP (current US$)
TLA,2006,WB_WDI_NY_GDP_MKTP_CD,3.23E+12,Latin America & Caribbean (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
LDC,2006,WB_WDI_NY_GDP_MKTP_CD,4.31E+11,Least developed countries: UN classification,USD,US dollars,A,A,GDP (current US$)
LMY,2006,WB_WDI_NY_GDP_MKTP_CD,1.06E+13,Low & middle income,USD,US dollars,A,A,GDP (current US$)
LIC,2006,WB_WDI_NY_GDP_MKTP_CD,2.25E+11,Low income,USD,US dollars,A,A,GDP (current US$)
LMC,2006,WB_WDI_NY_GDP_MKTP_CD,2.24E+12,Lower middle income,USD,US dollars,A,A,GDP (current US$)
MEA,2006,WB_WDI_NY_GDP_MKTP_CD,1.98E+12,"Middle East, North Africa, Afghanistan & Pakistan",USD,US dollars,A,A,GDP (current US$)
MNA,2006,WB_WDI_NY_GDP_MKTP_CD,9.96E+11,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",USD,US dollars,A,A,GDP (current US$)
TMN,2006,WB_WDI_NY_GDP_MKTP_CD,9.91E+11,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",USD,US dollars,A,A,GDP (current US$)
MIC,2006,WB_WDI_NY_GDP_MKTP_CD,1.04E+13,Middle income,USD,US dollars,A,A,GDP (current US$)
NAC,2006,WB_WDI_NY_GDP_MKTP_CD,1.51E+13,North America,USD,US dollars,A,A,GDP (current US$)
OED,2006,WB_WDI_NY_GDP_MKTP_CD,3.98E+13,OECD members,USD,US dollars,A,A,GDP (current US$)
OSS,2006,WB_WDI_NY_GDP_MKTP_CD,9.59E+10,Other small states,USD,US dollars,A,A,GDP (current US$)
PSS,2006,WB_WDI_NY_GDP_MKTP_CD,5.68E+09,Pacific island small states,USD,US dollars,A,A,GDP (current US$)
PST,2006,WB_WDI_NY_GDP_MKTP_CD,3.77E+13,Post-demographic dividend,USD,US dollars,A,A,GDP (current US$)
HIC,2004,WB_WDI_NY_GDP_MKTP_CD,3.65E+13,High income,USD,US dollars,A,A,GDP (current US$)
IBD,2004,WB_WDI_NY_GDP_MKTP_CD,8.12E+12,IBRD only,USD,US dollars,A,A,GDP (current US$)
IBT,2004,WB_WDI_NY_GDP_MKTP_CD,8.85E+12,IDA & IBRD total,USD,US dollars,A,A,GDP (current US$)
IDB,2004,WB_WDI_NY_GDP_MKTP_CD,3.65E+11,IDA blend,USD,US dollars,A,A,GDP (current US$)
IDX,2004,WB_WDI_NY_GDP_MKTP_CD,3.65E+11,IDA only,USD,US dollars,A,A,GDP (current US$)
IDA,2004,WB_WDI_NY_GDP_MKTP_CD,7.30E+11,IDA total,USD,US dollars,A,A,GDP (current US$)
LTE,2004,WB_WDI_NY_GDP_MKTP_CD,5.15E+12,Late-demographic dividend,USD,US dollars,A,A,GDP (current US$)
LCN,2004,WB_WDI_NY_GDP_MKTP_CD,2.41E+12,Latin America & Caribbean,USD,US dollars,A,A,GDP (current US$)
LAC,2004,WB_WDI_NY_GDP_MKTP_CD,2.03E+12,Latin America & Caribbean (excluding high income),USD,US dollars,A,A,GDP (current US$)
TLA,2004,WB_WDI_NY_GDP_MKTP_CD,2.26E+12,Latin America & Caribbean (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
LDC,2004,WB_WDI_NY_GDP_MKTP_CD,3.12E+11,Least developed countries: UN classification,USD,US dollars,A,A,GDP (current US$)
LMY,2004,WB_WDI_NY_GDP_MKTP_CD,7.62E+12,Low & middle income,USD,US dollars,A,A,GDP (current US$)
LIC,2004,WB_WDI_NY_GDP_MKTP_CD,1.60E+11,Low income,USD,US dollars,A,A,GDP (current US$)
LMC,2004,WB_WDI_NY_GDP_MKTP_CD,1.66E+12,Lower middle income,USD,US dollars,A,A,GDP (current US$)
CSS,2019,WB_WDI_NY_GDP_MKTP_CD,6.22E+10,Caribbean small states,USD,US dollars,A,A,GDP (current US$)
CEB,2019,WB_WDI_NY_GDP_MKTP_CD,1.68E+12,Central Europe and the Baltics,USD,US dollars,A,A,GDP (current US$)
EAR,2019,WB_WDI_NY_GDP_MKTP_CD,1.17E+13,Early-demographic dividend,USD,US dollars,A,A,GDP (current US$)
EAS,2019,WB_WDI_NY_GDP_MKTP_CD,2.74E+13,East Asia & Pacific,USD,US dollars,A,A,GDP (current US$)
EAP,2019,WB_WDI_NY_GDP_MKTP_CD,1.75E+13,East Asia & Pacific (excluding high income),USD,US dollars,A,A,GDP (current US$)
TEA,2019,WB_WDI_NY_GDP_MKTP_CD,1.75E+13,East Asia & Pacific (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
EMU,2019,WB_WDI_NY_GDP_MKTP_CD,1.36E+13,Euro area,USD,US dollars,A,A,GDP (current US$)
ECS,2019,WB_WDI_NY_GDP_MKTP_CD,2.31E+13,Europe & Central Asia,USD,US dollars,A,A,GDP (current US$)
ECA,2019,WB_WDI_NY_GDP_MKTP_CD,1.51E+12,Europe & Central Asia (excluding high income),USD,US dollars,A,A,GDP (current US$)
TEC,2019,WB_WDI_NY_GDP_MKTP_CD,4.18E+12,Europe & Central Asia (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
EUU,2019,WB_WDI_NY_GDP_MKTP_CD,1.58E+13,European Union,USD,US dollars,A,A,GDP (current US$)
FCS,2019,WB_WDI_NY_GDP_MKTP_CD,1.81E+12,Fragile and conflict affected situations,USD,US dollars,A,A,GDP (current US$)
HPC,2019,WB_WDI_NY_GDP_MKTP_CD,8.11E+11,Heavily indebted poor countries (HIPC),USD,US dollars,A,A,GDP (current US$)
HIC,2019,WB_WDI_NY_GDP_MKTP_CD,5.75E+13,High income,USD,US dollars,A,A,GDP (current US$)
LMC,2015,WB_WDI_NY_GDP_MKTP_CD,5.11E+12,Lower middle income,USD,US dollars,A,A,GDP (current US$)
MEA,2015,WB_WDI_NY_GDP_MKTP_CD,3.56E+12,"Middle East, North Africa, Afghanistan & Pakistan",USD,US dollars,A,A,GDP (current US$)
MNA,2015,WB_WDI_NY_GDP_MKTP_CD,1.78E+12,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",USD,US dollars,A,A,GDP (current US$)
TMN,2015,WB_WDI_NY_GDP_MKTP_CD,1.77E+12,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",USD,US dollars,A,A,GDP (current US$)
MIC,2015,WB_WDI_NY_GDP_MKTP_CD,2.51E+13,Middle income,USD,US dollars,A,A,GDP (current US$)
NAC,2015,WB_WDI_NY_GDP_MKTP_CD,1.98E+13,North America,USD,US dollars,A,A,GDP (current US$)
OED,2015,WB_WDI_NY_GDP_MKTP_CD,4.76E+13,OECD members,USD,US dollars,A,A,GDP (current US$)
OSS,2015,WB_WDI_NY_GDP_MKTP_CD,1.21E+11,Other small states,USD,US dollars,A,A,GDP (current US$)
PSS,2015,WB_WDI_NY_GDP_MKTP_CD,9.11E+09,Pacific island small states,USD,US dollars,A,A,GDP (current US$)
