typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,686,SEN,Senegal,0,W00,World,H5,HS,1,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,163900.3,0,8,kg,163900.3,0.0,163900.3,0,0.0,0.0,,294271.0,294271.0,0,False,1.0
C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,686,SEN,Senegal,0,W00,World,H5,HS,1,3304,"Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,143.775,0,8,kg,143.775,0.0,143.775,0,0.0,0.0,,3515.0,3515.0,0,False,1.0
C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,686,SEN,Senegal,0,W00,World,H5,HS,1,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,222648.92,0,8,kg,222648.92,0.0,222648.92,0,0.0,0.0,,696561.0,696561.0,0,False,1.0
C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,788,TUN,Tunisia,0,W00,World,H5,HS,1,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,213.6,0,8,kg,213.6,0.0,213.6,0,0.0,0.0,,2515.0,2515.0,0,False,1.0
C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,788,TUN,Tunisia,0,W00,World,H5,HS,1,3304,"Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,163.24,0,8,kg,163.24,0.0,163.24,0,0.0,0.0,,16714.0,16714.0,0,False,1.0
C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,788,TUN,Tunisia,0,W00,World,H5,HS,1,8473,"Machinery; parts and accessories (other than covers, carrying cases and the like) suitable for use solely or principally with machines of headings 84.70 to 84.72",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,455.3,0,8,kg,455.3,0.0,455.3,0,0.0,0.0,,61548.0,61548.0,0,False,1.0
C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,788,TUN,Tunisia,0,W00,World,H5,HS,1,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,141162.913,0,8,kg,141162.913,0.0,141162.913,0,0.0,0.0,,1546745.0,1546745.0,0,False,1.0
C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,288,GHA,Ghana,0,W00,World,H5,HS,1,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,615978.7,0,8,kg,615978.7,0.0,615978.7,0,0.0,0.0,,802840.0,802840.0,0,False,1.0
C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,288,GHA,Ghana,0,W00,World,H5,HS,1,3304,"Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1345.06,0,8,kg,1345.06,0.0,1345.06,0,0.0,0.0,,62031.0,62031.0,0,False,1.0
C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,288,GHA,Ghana,0,W00,World,H5,HS,1,8473,"Machinery; parts and accessories (other than covers, carrying cases and the like) suitable for use solely or principally with machines of headings 84.70 to 84.72",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,160.8,0,8,kg,160.8,0.0,160.8,0,0.0,0.0,,46781.0,46781.0,0,False,1.0
C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,288,GHA,Ghana,0,W00,World,H5,HS,1,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,10405047.01,0,8,kg,10405047.01,0.0,10405047.01,0,0.0,0.0,,17841750.0,17841750.0,0,False,1.0
C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,422,LBN,Lebanon,0,W00,World,H5,HS,1,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,118340.4,0,8,kg,118340.4,0.0,118340.4,0,0.0,0.0,,326184.0,326184.0,0,False,1.0
C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,422,LBN,Lebanon,0,W00,World,H5,HS,1,3304,"Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4330.166,0,8,kg,4330.166,0.0,4330.166,0,0.0,0.0,,1349612.0,1349612.0,0,False,1.0
C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,422,LBN,Lebanon,0,W00,World,H5,HS,1,8473,"Machinery; parts and accessories (other than covers, carrying cases and the like) suitable for use solely or principally with machines of headings 84.70 to 84.72",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,245.39,0,8,kg,245.39,0.0,245.39,0,0.0,0.0,,58197.0,58197.0,0,False,1.0
C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,422,LBN,Lebanon,0,W00,World,H5,HS,1,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,839323.099,0,8,kg,839323.099,0.0,839323.099,0,0.0,0.0,,3523382.0,3523382.0,0,False,1.0
C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,364,IRN,Iran,0,W00,World,H5,HS,1,8473,"Machinery; parts and accessories (other than covers, carrying cases and the like) suitable for use solely or principally with machines of headings 84.70 to 84.72",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,14.3,0,8,kg,14.3,0.0,14.3,0,0.0,0.0,,11966.0,11966.0,0,False,1.0
C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,364,IRN,Iran,0,W00,World,H5,HS,1,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1314848.676,0,8,kg,1314848.676,0.0,1314848.676,0,0.0,0.0,,9782545.0,9782545.0,0,False,1.0
C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,364,IRN,Iran,0,W00,World,H5,HS,1,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,37672.1,0,8,kg,37672.1,0.0,37672.1,0,0.0,0.0,,140603.0,140603.0,0,False,1.0
C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,364,IRN,Iran,0,W00,World,H5,HS,1,3304,"Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1691.69,0,8,kg,1691.69,0.0,1691.69,0,0.0,0.0,,351642.0,351642.0,0,False,1.0
C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,440,LTU,Lithuania,0,W00,World,H5,HS,1,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,923214.9,0,8,kg,923214.9,0.0,923214.9,0,0.0,0.0,,2544015.0,2544015.0,0,False,1.0
C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,440,LTU,Lithuania,0,W00,World,H5,HS,1,8473,"Machinery; parts and accessories (other than covers, carrying cases and the like) suitable for use solely or principally with machines of headings 84.70 to 84.72",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,441.92,0,8,kg,441.92,0.0,441.92,0,0.0,0.0,,90025.0,90025.0,0,False,1.0
C,A,20210101,2021,52,2021,410,KOR,Rep. of Korea,X,Export,440,LTU,Lithuania,0,W00,World,H5,HS,1,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,557210.008,0,8,kg,557210.008,0.0,557210.008,0,0.0,0.0,,3927071.0,3927071.0,0,False,1.0
