REF_AREA,REF_AREA_LABEL,INDICATOR,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE
AFW,Western & Central Africa,WB_WDI_NY_GDP_MKTP_KD_ZG,1983,-6.289589944,PC_A
ARB,Arab World,WB_WDI_NY_GDP_MKTP_KD_ZG,1983,-3.764014284,PC_A
CSS,Caribbean small states,WB_WDI_NY_GDP_MKTP_KD_ZG,1983,-3.582419226,PC_A
EAR,Early-demographic dividend,WB_WDI_NY_GDP_MKTP_KD_ZG,1983,0.31316442,PC_A
EAS,East Asia & Pacific,WB_WDI_NY_GDP_MKTP_KD_ZG,1983,4.431184976,PC_A
EAP,East Asia & Pacific (excluding high income),WB_WDI_NY_GDP_MKTP_KD_ZG,1983,7.681344755,PC_A
TEA,East Asia & Pacific (IDA & IBRD),WB_WDI_NY_GDP_MKTP_KD_ZG,1983,7.677511751,PC_A
EMU,Euro area,WB_WDI_NY_GDP_MKTP_KD_ZG,1983,1.395503888,PC_A
ECS,Europe & Central Asia,WB_WDI_NY_GDP_MKTP_KD_ZG,1983,1.862191573,PC_A
EUU,European Union,WB_WDI_NY_GDP_MKTP_KD_ZG,1983,1.446028544,PC_A
FCS,Fragile and conflict affected situations,WB_WDI_NY_GDP_MKTP_KD_ZG,1983,-5.518623909,PC_A
HPC,Heavily indebted poor countries (HIPC),WB_WDI_NY_GDP_MKTP_KD_ZG,1983,0.305670713,PC_A
HIC,High income,WB_WDI_NY_GDP_MKTP_KD_ZG,1983,2.817389176,PC_A
IBD,IBRD only,WB_WDI_NY_GDP_MKTP_KD_ZG,1983,1.523005992,PC_A
IBT,IDA & IBRD total,WB_WDI_NY_GDP_MKTP_KD_ZG,1983,1.247590012,PC_A
IDB,IDA blend,WB_WDI_NY_GDP_MKTP_KD_ZG,1983,-2.961655988,PC_A
IDX,IDA only,WB_WDI_NY_GDP_MKTP_KD_ZG,1983,1.464060573,PC_A
IDA,IDA total,WB_WDI_NY_GDP_MKTP_KD_ZG,1983,-0.887018421,PC_A
LTE,Late-demographic dividend,WB_WDI_NY_GDP_MKTP_KD_ZG,1983,1.753891131,PC_A
BEL,Belgium,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,3.469166976,PC_A
BLZ,Belize,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,13.01084237,PC_A
BEN,Benin,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,-2.854160496,PC_A
BMU,Bermuda,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,0.443844088,PC_A
BTN,Bhutan,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,7.355567319,PC_A
BOL,Bolivia,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,3.790130962,PC_A
BWA,Botswana,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,13.05940589,PC_A
BRA,Brazil,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,3.16,PC_A
BRN,Brunei Darussalam,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,-2.726214425,PC_A
BGR,Bulgaria,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,-3.289882068,PC_A
BFA,Burkina Faso,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,2.150267272,PC_A
BDI,Burundi,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,1.349502237,PC_A
CPV,Cabo Verde,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,5.697949366,PC_A
KHM,Cambodia,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,3.479383185,PC_A
CMR,Cameroon,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,-1.819120512,PC_A
CAN,Canada,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,2.337329757,PC_A
CAF,Central African Republic,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,1.977270435,PC_A
TCD,Chad,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,4.884735103,PC_A
CHL,Chile,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,10.35835687,PC_A
CHN,China,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,4.206334355,PC_A
PER,Peru,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,9.726146431,PC_A
PHL,Philippines,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,4.361809673,PC_A
PRT,Portugal,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,6.381393913,PC_A
PRI,Puerto Rico,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,5.768998904,PC_A
QAT,Qatar,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,0.044991398,PC_A
RWA,Rwanda,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,-0.024036109,PC_A
WSM,Samoa,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,0.483096051,PC_A
STP,São Tomé and Príncipe,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,-2.930113489,PC_A
SAU,Saudi Arabia,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,-3.133033357,PC_A
SEN,Senegal,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,6.255863407,PC_A
SYC,Seychelles,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,4.874552379,PC_A
SLE,Sierra Leone,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,7.231268748,PC_A
SGP,Singapore,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,10.79793247,PC_A
SLB,Solomon Islands,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,8.42131019,PC_A
SOM,Federal Republic of Somalia,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,10.0877193,PC_A
ZAF,South Africa,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,2.100729021,PC_A
ESP,Spain,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,5.547122736,PC_A
LKA,Sri Lanka,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,1.725610693,PC_A
MOZ,Mozambique,WB_WDI_NY_GDP_MKTP_KD_ZG,1986,-2.299996027,PC_A
MMR,Myanmar,WB_WDI_NY_GDP_MKTP_KD_ZG,1986,-1.057348757,PC_A
NAM,Namibia,WB_WDI_NY_GDP_MKTP_KD_ZG,1986,4.767269666,PC_A
NRU,Nauru,WB_WDI_NY_GDP_MKTP_KD_ZG,1986,-2.816747339,PC_A
NPL,Nepal,WB_WDI_NY_GDP_MKTP_KD_ZG,1986,4.565650546,PC_A
NLD,Netherlands,WB_WDI_NY_GDP_MKTP_KD_ZG,1986,2.786975872,PC_A
NCL,New Caledonia,WB_WDI_NY_GDP_MKTP_KD_ZG,1986,-1.000003496,PC_A
NZL,New Zealand,WB_WDI_NY_GDP_MKTP_KD_ZG,1986,2.705642144,PC_A
NIC,Nicaragua,WB_WDI_NY_GDP_MKTP_KD_ZG,1986,-1.017309161,PC_A
NER,Niger,WB_WDI_NY_GDP_MKTP_KD_ZG,1986,6.352137303,PC_A
NGA,Nigeria,WB_WDI_NY_GDP_MKTP_KD_ZG,1986,0.060945274,PC_A
NOR,Norway,WB_WDI_NY_GDP_MKTP_KD_ZG,1986,4.042112198,PC_A
OMN,Oman,WB_WDI_NY_GDP_MKTP_KD_ZG,1986,2.002159783,PC_A
PAK,Pakistan,WB_WDI_NY_GDP_MKTP_KD_ZG,1986,5.501653664,PC_A
PLW,Palau,WB_WDI_NY_GDP_MKTP_KD_ZG,1986,5.436506491,PC_A
PAN,Panama,WB_WDI_NY_GDP_MKTP_KD_ZG,1986,3.567788228,PC_A
PNG,Papua New Guinea,WB_WDI_NY_GDP_MKTP_KD_ZG,1986,4.693057069,PC_A
PRY,Paraguay,WB_WDI_NY_GDP_MKTP_KD_ZG,1986,4.964835666,PC_A
PER,Peru,WB_WDI_NY_GDP_MKTP_KD_ZG,1986,9.425962361,PC_A
PHL,Philippines,WB_WDI_NY_GDP_MKTP_KD_ZG,1986,3.51068403,PC_A
PRT,Portugal,WB_WDI_NY_GDP_MKTP_KD_ZG,1986,4.140956085,PC_A
LAC,Latin America & Caribbean (excluding high income),WB_WDI_NY_GDP_MKTP_KD_ZG,2023,2.166243774,PC_A
TLA,Latin America & Caribbean (IDA & IBRD),WB_WDI_NY_GDP_MKTP_KD_ZG,2023,2.326029774,PC_A
LDC,Least developed countries: UN classification,WB_WDI_NY_GDP_MKTP_KD_ZG,2023,3.028799499,PC_A
LMY,Low & middle income,WB_WDI_NY_GDP_MKTP_KD_ZG,2023,4.822675455,PC_A
LIC,Low income,WB_WDI_NY_GDP_MKTP_KD_ZG,2023,-0.209388254,PC_A
LMC,Lower middle income,WB_WDI_NY_GDP_MKTP_KD_ZG,2023,6.042005955,PC_A
MEA,"Middle East, North Africa, Afghanistan & Pakistan",WB_WDI_NY_GDP_MKTP_KD_ZG,2023,2.259207061,PC_A
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",WB_WDI_NY_GDP_MKTP_KD_ZG,2023,2.852652903,PC_A
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",WB_WDI_NY_GDP_MKTP_KD_ZG,2023,2.907368999,PC_A
MIC,Middle income,WB_WDI_NY_GDP_MKTP_KD_ZG,2023,4.880603103,PC_A
NAC,North America,WB_WDI_NY_GDP_MKTP_KD_ZG,2023,2.783673908,PC_A
OED,OECD members,WB_WDI_NY_GDP_MKTP_KD_ZG,2023,1.822356809,PC_A
OSS,Other small states,WB_WDI_NY_GDP_MKTP_KD_ZG,2023,3.209909607,PC_A
PSS,Pacific island small states,WB_WDI_NY_GDP_MKTP_KD_ZG,2023,6.928989666,PC_A
PST,Post-demographic dividend,WB_WDI_NY_GDP_MKTP_KD_ZG,2023,1.831792678,PC_A
PRE,Pre-demographic dividend,WB_WDI_NY_GDP_MKTP_KD_ZG,2023,2.448696702,PC_A
SST,Small states,WB_WDI_NY_GDP_MKTP_KD_ZG,2023,5.028099036,PC_A
ZMB,Zambia,WB_WDI_NY_GDP_MKTP_KD_ZG,1986,0.723893956,PC_A
ZWE,Zimbabwe,WB_WDI_NY_GDP_MKTP_KD_ZG,1986,2.099029126,PC_A
AFE,Eastern & Southern Africa,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,3.938554125,PC_A
AFW,Western & Central Africa,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,1.410611054,PC_A
ARB,Arab World,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,0.251323209,PC_A
CSS,Caribbean small states,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,0.146929927,PC_A
EAR,Early-demographic dividend,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,2.922100033,PC_A
EAS,East Asia & Pacific,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,6.286172463,PC_A
EAP,East Asia & Pacific (excluding high income),WB_WDI_NY_GDP_MKTP_KD_ZG,1987,9.176491811,PC_A
TEA,East Asia & Pacific (IDA & IBRD),WB_WDI_NY_GDP_MKTP_KD_ZG,1987,9.173898467,PC_A
EMU,Euro area,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,2.532524349,PC_A
ECS,Europe & Central Asia,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,2.965285985,PC_A
EUU,European Union,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,2.543879469,PC_A
FCS,Fragile and conflict affected situations,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,2.007460574,PC_A
HPC,Heavily indebted poor countries (HIPC),WB_WDI_NY_GDP_MKTP_KD_ZG,1987,3.115547025,PC_A
HIC,High income,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,3.500852861,PC_A
IBD,IBRD only,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,4.882385542,PC_A
IBT,IDA & IBRD total,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,4.743392697,PC_A
IDB,IDA blend,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,3.519049958,PC_A
IDX,IDA only,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,3.699658973,PC_A
IDA,IDA total,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,3.606326693,PC_A
LTE,Late-demographic dividend,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,6.447585353,PC_A
LCN,Latin America & Caribbean,WB_WDI_NY_GDP_MKTP_KD_ZG,1987,3.342493996,PC_A
URY,Uruguay,WB_WDI_NY_GDP_MKTP_KD_ZG,1979,6.199116732,PC_A
VEN,"Venezuela, RB",WB_WDI_NY_GDP_MKTP_KD_ZG,1979,0.764355145,PC_A
ZMB,Zambia,WB_WDI_NY_GDP_MKTP_KD_ZG,1979,-3.023931031,PC_A
ZWE,Zimbabwe,WB_WDI_NY_GDP_MKTP_KD_ZG,1979,3.297035399,PC_A
AFE,Eastern & Southern Africa,WB_WDI_NY_GDP_MKTP_KD_ZG,1980,5.452184801,PC_A
AFW,Western & Central Africa,WB_WDI_NY_GDP_MKTP_KD_ZG,1980,1.868505744,PC_A
ARB,Arab World,WB_WDI_NY_GDP_MKTP_KD_ZG,1980,6.28157921,PC_A
CSS,Caribbean small states,WB_WDI_NY_GDP_MKTP_KD_ZG,1980,5.193247276,PC_A
EAR,Early-demographic dividend,WB_WDI_NY_GDP_MKTP_KD_ZG,1980,3.208952354,PC_A
EAS,East Asia & Pacific,WB_WDI_NY_GDP_MKTP_KD_ZG,1980,3.750316798,PC_A
EAP,East Asia & Pacific (excluding high income),WB_WDI_NY_GDP_MKTP_KD_ZG,1980,7.467467966,PC_A
TEA,East Asia & Pacific (IDA & IBRD),WB_WDI_NY_GDP_MKTP_KD_ZG,1980,7.462153207,PC_A
EMU,Euro area,WB_WDI_NY_GDP_MKTP_KD_ZG,1980,2.181871915,PC_A
ECS,Europe & Central Asia,WB_WDI_NY_GDP_MKTP_KD_ZG,1980,1.469440773,PC_A
EUU,European Union,WB_WDI_NY_GDP_MKTP_KD_ZG,1980,2.066933446,PC_A
FCS,Fragile and conflict affected situations,WB_WDI_NY_GDP_MKTP_KD_ZG,1980,3.650019255,PC_A
HPC,Heavily indebted poor countries (HIPC),WB_WDI_NY_GDP_MKTP_KD_ZG,1980,0.645238768,PC_A
HIC,High income,WB_WDI_NY_GDP_MKTP_KD_ZG,1980,1.290201628,PC_A
IBD,IBRD only,WB_WDI_NY_GDP_MKTP_KD_ZG,1980,4.878322198,PC_A
IBT,IDA & IBRD total,WB_WDI_NY_GDP_MKTP_KD_ZG,1980,4.711063931,PC_A
IDB,IDA blend,WB_WDI_NY_GDP_MKTP_KD_ZG,1980,4.105034143,PC_A
IDX,IDA only,WB_WDI_NY_GDP_MKTP_KD_ZG,1980,2.73486998,PC_A
PST,Post-demographic dividend,WB_WDI_NY_GDP_MKTP_KD_ZG,1994,3.232110882,PC_A
PRE,Pre-demographic dividend,WB_WDI_NY_GDP_MKTP_KD_ZG,1994,0.068456509,PC_A
SST,Small states,WB_WDI_NY_GDP_MKTP_KD_ZG,1994,3.125798674,PC_A
SAS,South Asia,WB_WDI_NY_GDP_MKTP_KD_ZG,1994,6.367326239,PC_A
TSA,South Asia (IDA & IBRD),WB_WDI_NY_GDP_MKTP_KD_ZG,1994,6.367326239,PC_A
SSF,Sub-Saharan Africa,WB_WDI_NY_GDP_MKTP_KD_ZG,1994,1.026840728,PC_A
SSA,Sub-Saharan Africa (excluding high income),WB_WDI_NY_GDP_MKTP_KD_ZG,1994,0.98925422,PC_A
TSS,Sub-Saharan Africa (IDA & IBRD),WB_WDI_NY_GDP_MKTP_KD_ZG,1994,1.026840728,PC_A
UMC,Upper middle income,WB_WDI_NY_GDP_MKTP_KD_ZG,1994,5.55869774,PC_A
WLD,World,WB_WDI_NY_GDP_MKTP_KD_ZG,1994,3.394308807,PC_A
ALB,Albania,WB_WDI_NY_GDP_MKTP_KD_ZG,1994,8.302866597,PC_A
DZA,Algeria,WB_WDI_NY_GDP_MKTP_KD_ZG,1994,-0.899996553,PC_A
AND,Andorra,WB_WDI_NY_GDP_MKTP_KD_ZG,1994,2.383182248,PC_A
AGO,Angola,WB_WDI_NY_GDP_MKTP_KD_ZG,1994,1.339363436,PC_A
ATG,Antigua and Barbuda,WB_WDI_NY_GDP_MKTP_KD_ZG,1994,6.67640655,PC_A
ARG,Argentina,WB_WDI_NY_GDP_MKTP_KD_ZG,1994,5.836200704,PC_A
ARM,Armenia,WB_WDI_NY_GDP_MKTP_KD_ZG,1994,5.400002779,PC_A
ABW,Aruba,WB_WDI_NY_GDP_MKTP_KD_ZG,1994,8.203901293,PC_A
ARE,United Arab Emirates,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,16.52685651,PC_A
GBR,United Kingdom,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,2.804655995,PC_A
USA,United States,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,5.388033918,PC_A
URY,Uruguay,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,3.935470175,PC_A
VEN,"Venezuela, RB",WB_WDI_NY_GDP_MKTP_KD_ZG,1976,7.727739847,PC_A
ZMB,Zambia,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,6.220975267,PC_A
ZWE,Zimbabwe,WB_WDI_NY_GDP_MKTP_KD_ZG,1976,0.464838906,PC_A
AFE,Eastern & Southern Africa,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,1.110278521,PC_A
AFW,Western & Central Africa,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,4.561266302,PC_A
ARB,Arab World,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,6.603466686,PC_A
CSS,Caribbean small states,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,6.715123715,PC_A
EAR,Early-demographic dividend,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,4.025133445,PC_A
EAS,East Asia & Pacific,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,5.20541278,PC_A
EAP,East Asia & Pacific (excluding high income),WB_WDI_NY_GDP_MKTP_KD_ZG,1977,7.471219315,PC_A
TEA,East Asia & Pacific (IDA & IBRD),WB_WDI_NY_GDP_MKTP_KD_ZG,1977,7.46458246,PC_A
EMU,Euro area,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,3.101718593,PC_A
ECS,Europe & Central Asia,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,2.873643921,PC_A
EUU,European Union,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,2.946119636,PC_A
FCS,Fragile and conflict affected situations,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,5.186535988,PC_A
HPC,Heavily indebted poor countries (HIPC),WB_WDI_NY_GDP_MKTP_KD_ZG,1977,3.404997818,PC_A
HIC,High income,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,3.886515753,PC_A
IBD,IBRD only,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,4.703530304,PC_A
IBT,IDA & IBRD total,WB_WDI_NY_GDP_MKTP_KD_ZG,1977,4.609324358,PC_A
MAC,"Macao SAR, China",WB_WDI_NY_GDP_MKTP_KD_ZG,1989,5.024923336,PC_A
MDG,Madagascar,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,4.074880657,PC_A
MWI,Malawi,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,1.344689509,PC_A
MYS,Malaysia,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,9.059600867,PC_A
MDV,Maldives,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,9.326808333,PC_A
MLI,Mali,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,3.594960471,PC_A
MLT,Malta,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,8.179105581,PC_A
MHL,Marshall Islands,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,-1.691608643,PC_A
MRT,Mauritania,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,4.77758542,PC_A
MUS,Mauritius,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,4.465148607,PC_A
MEX,Mexico,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,3.625448735,PC_A
FSM,"Micronesia, Fed. Sts.",WB_WDI_NY_GDP_MKTP_KD_ZG,1989,3.526011561,PC_A
MCO,Monaco,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,4.16365931,PC_A
MNG,Mongolia,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,4.178195743,PC_A
MAR,Morocco,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,2.846202581,PC_A
MOZ,Mozambique,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,6.500004554,PC_A
MMR,Myanmar,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,3.695297423,PC_A
NAM,Namibia,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,1.858674962,PC_A
NRU,Nauru,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,-2.816747563,PC_A
NPL,Nepal,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,4.329647933,PC_A
NLD,Netherlands,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,4.420118057,PC_A
NCL,New Caledonia,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,10.99999947,PC_A
NZL,New Zealand,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,0.161414614,PC_A
NIC,Nicaragua,WB_WDI_NY_GDP_MKTP_KD_ZG,1989,-1.738216331,PC_A
HKG,"Hong Kong SAR, China",WB_WDI_NY_GDP_MKTP_KD_ZG,1985,0.757054643,PC_A
HUN,Hungary,WB_WDI_NY_GDP_MKTP_KD_ZG,1985,-0.253067485,PC_A
ISL,Iceland,WB_WDI_NY_GDP_MKTP_KD_ZG,1985,3.292841433,PC_A
IND,India,WB_WDI_NY_GDP_MKTP_KD_ZG,1985,5.254299223,PC_A
IDN,Indonesia,WB_WDI_NY_GDP_MKTP_KD_ZG,1985,2.462143564,PC_A
IRN,"Iran, Islamic Rep.",WB_WDI_NY_GDP_MKTP_KD_ZG,1985,1.867649933,PC_A
IRQ,Iraq,WB_WDI_NY_GDP_MKTP_KD_ZG,1985,1.453896263,PC_A
IRL,Ireland,WB_WDI_NY_GDP_MKTP_KD_ZG,1985,3.085614659,PC_A
IMN,Isle of Man,WB_WDI_NY_GDP_MKTP_KD_ZG,1985,0.41892309,PC_A
ISR,Israel,WB_WDI_NY_GDP_MKTP_KD_ZG,1985,4.036940358,PC_A
ITA,Italy,WB_WDI_NY_GDP_MKTP_KD_ZG,1985,2.798085755,PC_A
JAM,Jamaica,WB_WDI_NY_GDP_MKTP_KD_ZG,1985,-2.943635575,PC_A
JPN,Japan,WB_WDI_NY_GDP_MKTP_KD_ZG,1985,5.159807905,PC_A
JOR,Jordan,WB_WDI_NY_GDP_MKTP_KD_ZG,1985,-2.706947164,PC_A
KEN,Kenya,WB_WDI_NY_GDP_MKTP_KD_ZG,1985,4.300561819,PC_A
KIR,Kiribati,WB_WDI_NY_GDP_MKTP_KD_ZG,1985,-13.24012265,PC_A
KOR,"Korea, Rep.",WB_WDI_NY_GDP_MKTP_KD_ZG,1985,7.938795478,PC_A
KWT,Kuwait,WB_WDI_NY_GDP_MKTP_KD_ZG,1985,-4.264591438,PC_A
LAO,Lao PDR,WB_WDI_NY_GDP_MKTP_KD_ZG,1985,5.069963947,PC_A
DJI,Djibouti,WB_WDI_NY_GDP_MKTP_KD_ZG,2024,6.980484673,PC_A
DMA,Dominica,WB_WDI_NY_GDP_MKTP_KD_ZG,2024,2.052738473,PC_A
DOM,Dominican Republic,WB_WDI_NY_GDP_MKTP_KD_ZG,2024,4.953522045,PC_A
ECU,Ecuador,WB_WDI_NY_GDP_MKTP_KD_ZG,2024,-2.001254763,PC_A
EGY,"Egypt, Arab Rep.",WB_WDI_NY_GDP_MKTP_KD_ZG,2024,2.399169268,PC_A
SLV,El Salvador,WB_WDI_NY_GDP_MKTP_KD_ZG,2024,2.602020161,PC_A
GNQ,Equatorial Guinea,WB_WDI_NY_GDP_MKTP_KD_ZG,2024,0.907248246,PC_A
EST,Estonia,WB_WDI_NY_GDP_MKTP_KD_ZG,2024,-0.090042865,PC_A
SWZ,Eswatini,WB_WDI_NY_GDP_MKTP_KD_ZG,2024,2.97391076,PC_A
ETH,Ethiopia,WB_WDI_NY_GDP_MKTP_KD_ZG,2024,7.612774475,PC_A
FRO,Faroe Islands,WB_WDI_NY_GDP_MKTP_KD_ZG,2024,0.843716851,PC_A
FJI,Fiji,WB_WDI_NY_GDP_MKTP_KD_ZG,2024,3.530858961,PC_A
FIN,Finland,WB_WDI_NY_GDP_MKTP_KD_ZG,2024,0.416171965,PC_A
FRA,France,WB_WDI_NY_GDP_MKTP_KD_ZG,2024,1.190467983,PC_A
PYF,French Polynesia,WB_WDI_NY_GDP_MKTP_KD_ZG,2024,1.126388977,PC_A
GAB,Gabon,WB_WDI_NY_GDP_MKTP_KD_ZG,2024,3.394038996,PC_A
GMB,"Gambia, The",WB_WDI_NY_GDP_MKTP_KD_ZG,2024,5.551260695,PC_A
GEO,Georgia,WB_WDI_NY_GDP_MKTP_KD_ZG,2024,9.679793875,PC_A
DEU,Germany,WB_WDI_NY_GDP_MKTP_KD_ZG,2024,-0.495851897,PC_A
GHA,Ghana,WB_WDI_NY_GDP_MKTP_KD_ZG,2024,5.590454696,PC_A
CRI,Costa Rica,WB_WDI_NY_GDP_MKTP_KD_ZG,1988,3.43214738,PC_A
CIV,Côte d?�Ivoire,WB_WDI_NY_GDP_MKTP_KD_ZG,1988,1.136483966,PC_A
CUB,Cuba,WB_WDI_NY_GDP_MKTP_KD_ZG,1988,3.705539909,PC_A
CYP,Cyprus,WB_WDI_NY_GDP_MKTP_KD_ZG,1988,8.64677785,PC_A
DNK,Denmark,WB_WDI_NY_GDP_MKTP_KD_ZG,1988,0.272951119,PC_A
DMA,Dominica,WB_WDI_NY_GDP_MKTP_KD_ZG,1988,7.816623017,PC_A
DOM,Dominican Republic,WB_WDI_NY_GDP_MKTP_KD_ZG,1988,2.155963331,PC_A
ECU,Ecuador,WB_WDI_NY_GDP_MKTP_KD_ZG,1988,5.890467291,PC_A
EGY,"Egypt, Arab Rep.",WB_WDI_NY_GDP_MKTP_KD_ZG,1988,5.461320496,PC_A
SLV,El Salvador,WB_WDI_NY_GDP_MKTP_KD_ZG,1988,1.878176962,PC_A
GNQ,Equatorial Guinea,WB_WDI_NY_GDP_MKTP_KD_ZG,1988,2.655262183,PC_A
SWZ,Eswatini,WB_WDI_NY_GDP_MKTP_KD_ZG,1988,6.569821571,PC_A
ETH,Ethiopia,WB_WDI_NY_GDP_MKTP_KD_ZG,1988,0.503674879,PC_A
FJI,Fiji,WB_WDI_NY_GDP_MKTP_KD_ZG,1988,0.955754866,PC_A
FIN,Finland,WB_WDI_NY_GDP_MKTP_KD_ZG,1988,5.231112807,PC_A
FRA,France,WB_WDI_NY_GDP_MKTP_KD_ZG,1988,4.814224002,PC_A
PYF,French Polynesia,WB_WDI_NY_GDP_MKTP_KD_ZG,1988,-3.598632142,PC_A
GAB,Gabon,WB_WDI_NY_GDP_MKTP_KD_ZG,1988,12.84535325,PC_A
GMB,"Gambia, The",WB_WDI_NY_GDP_MKTP_KD_ZG,1988,4.476826921,PC_A
BOL,Bolivia,WB_WDI_NY_GDP_MKTP_KD_ZG,1988,2.90949796,PC_A
BWA,Botswana,WB_WDI_NY_GDP_MKTP_KD_ZG,1988,19.44996951,PC_A
BRA,Brazil,WB_WDI_NY_GDP_MKTP_KD_ZG,1988,-0.06,PC_A
BRN,Brunei Darussalam,WB_WDI_NY_GDP_MKTP_KD_ZG,1988,-1.535863185,PC_A
BGR,Bulgaria,WB_WDI_NY_GDP_MKTP_KD_ZG,1988,10.94469206,PC_A
BFA,Burkina Faso,WB_WDI_NY_GDP_MKTP_KD_ZG,1988,5.795592965,PC_A
