REF_AREA,REF_AREA_LABEL,INDICATOR,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE
DMA,Dominica,WB_WDI_NY_GDP_MKTP_KD_ZG,2015,-3.373382625,PC_A
DOM,Dominican Republic,WB_WDI_NY_GDP_MKTP_KD_ZG,2015,6.987711312,PC_A
ECU,Ecuador,WB_WDI_NY_GDP_MKTP_KD_ZG,2015,0.119692109,PC_A
EGY,"Egypt, Arab Rep.",WB_WDI_NY_GDP_MKTP_KD_ZG,2015,4.372019078,PC_A
SLV,El Salvador,WB_WDI_NY_GDP_MKTP_KD_ZG,2015,2.400000089,PC_A
DEU,Germany,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,-0.529801394,PC_A
GHA,Ghana,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,5.200000133,PC_A
GRC,Greece,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,5.796822743,PC_A
GRL,Greenland,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,4.430045721,PC_A
GRD,Grenada,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,9.463973431,PC_A
GUM,Guam,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,0.879314135,PC_A
GTM,Guatemala,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,2.560377668,PC_A
GIN,Guinea,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,1.248601259,PC_A
GNB,Guinea-Bissau,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,-0.285931052,PC_A
GUY,Guyana,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,-0.632225388,PC_A
HTI,Haiti,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,3.480779732,PC_A
HND,Honduras,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,4.547038052,PC_A
HKG,"Hong Kong SAR, China",WB_WDI_NY_GDP_MKTP_KD_ZG,2003,3.056329551,PC_A
NAM,Namibia,WB_WDI_NY_GDP_MKTP_KD_ZG,2002,4.788661219,PC_A
NRU,Nauru,WB_WDI_NY_GDP_MKTP_KD_ZG,2002,-9.971383553,PC_A
NPL,Nepal,WB_WDI_NY_GDP_MKTP_KD_ZG,2002,0.120143177,PC_A
NLD,Netherlands,WB_WDI_NY_GDP_MKTP_KD_ZG,2002,0.245785659,PC_A
NZL,New Zealand,WB_WDI_NY_GDP_MKTP_KD_ZG,2002,4.713477671,PC_A
NIC,Nicaragua,WB_WDI_NY_GDP_MKTP_KD_ZG,2002,0.753938876,PC_A
NER,Niger,WB_WDI_NY_GDP_MKTP_KD_ZG,2002,4.918470576,PC_A
NGA,Nigeria,WB_WDI_NY_GDP_MKTP_KD_ZG,2002,15.32915574,PC_A
MKD,North Macedonia,WB_WDI_NY_GDP_MKTP_KD_ZG,2002,1.493665472,PC_A
NOR,Norway,WB_WDI_NY_GDP_MKTP_KD_ZG,2002,1.377557022,PC_A
OMN,Oman,WB_WDI_NY_GDP_MKTP_KD_ZG,2002,-0.784165786,PC_A
CMR,Cameroon,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,5.453153689,PC_A
CAN,Canada,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,1.806385123,PC_A
CAF,Central African Republic,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,-5.397485219,PC_A
TCD,Chad,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,14.72166701,PC_A
CHL,Chile,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,4.723245269,PC_A
CHN,China,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,10.11819286,PC_A
COL,Colombia,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,3.918271903,PC_A
COM,Comoros,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,1.934428123,PC_A
COD,"Congo, Dem. Rep.",WB_WDI_NY_GDP_MKTP_KD_ZG,2003,5.577822311,PC_A
COG,"Congo, Rep.",WB_WDI_NY_GDP_MKTP_KD_ZG,2003,0.813264076,PC_A
CRI,Costa Rica,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,4.317179866,PC_A
WSM,Samoa,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,5.212628926,PC_A
SMR,San Marino,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,3.872966692,PC_A
STP,São Tomé and Príncipe,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,8.291519461,PC_A
SAU,Saudi Arabia,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,8.768733817,PC_A
SEN,Senegal,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,5.593950945,PC_A
SRB,Serbia,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,4.559689979,PC_A
SYC,Seychelles,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,-5.887128488,PC_A
SLE,Sierra Leone,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,9.483631269,PC_A
SGP,Singapore,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,4.548255426,PC_A
SVK,Slovak Republic,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,4.856698516,PC_A
SVN,Slovenia,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,3.195031172,PC_A
SLB,Solomon Islands,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,6.523466851,PC_A
SOM,Federal Republic of Somalia,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,7.630267293,PC_A
ZAF,South Africa,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,2.949075468,PC_A
SXM,Sint Maarten (Dutch part),WB_WDI_NY_GDP_MKTP_KD_ZG,2021,4.577596779,PC_A
SVK,Slovak Republic,WB_WDI_NY_GDP_MKTP_KD_ZG,2021,5.655858807,PC_A
SVN,Slovenia,WB_WDI_NY_GDP_MKTP_KD_ZG,2021,8.416864577,PC_A
SLB,Solomon Islands,WB_WDI_NY_GDP_MKTP_KD_ZG,2021,-0.227975293,PC_A
SOM,Federal Republic of Somalia,WB_WDI_NY_GDP_MKTP_KD_ZG,2021,3.4471985,PC_A
ZAF,South Africa,WB_WDI_NY_GDP_MKTP_KD_ZG,2021,4.858648651,PC_A
ESP,Spain,WB_WDI_NY_GDP_MKTP_KD_ZG,2021,6.683144205,PC_A
LKA,Sri Lanka,WB_WDI_NY_GDP_MKTP_KD_ZG,2021,4.207476495,PC_A
KNA,St. Kitts and Nevis,WB_WDI_NY_GDP_MKTP_KD_ZG,2021,0.367606879,PC_A
LCA,St. Lucia,WB_WDI_NY_GDP_MKTP_KD_ZG,2021,11.59878358,PC_A
MAF,St. Martin (French part),WB_WDI_NY_GDP_MKTP_KD_ZG,2021,4.899999671,PC_A
VCT,St. Vincent and the Grenadines,WB_WDI_NY_GDP_MKTP_KD_ZG,2021,2.093401245,PC_A
NER,Niger,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,-1.208477741,PC_A
NGA,Nigeria,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,5.015934759,PC_A
MKD,North Macedonia,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,4.549135783,PC_A
NOR,Norway,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,3.318945701,PC_A
OMN,Oman,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,6.192410637,PC_A
PAK,Pakistan,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,4.260088011,PC_A
PLW,Palau,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,-2.603902465,PC_A
PAN,Panama,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,4.209005736,PC_A
PNG,Papua New Guinea,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,-2.494841993,PC_A
PRY,Paraguay,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,-2.314140568,PC_A
PER,Peru,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,2.694371398,PC_A
PHL,Philippines,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,4.382505001,PC_A
NIC,Nicaragua,WB_WDI_NY_GDP_MKTP_KD_ZG,2001,2.960843491,PC_A
NER,Niger,WB_WDI_NY_GDP_MKTP_KD_ZG,2001,7.268134902,PC_A
NGA,Nigeria,WB_WDI_NY_GDP_MKTP_KD_ZG,2001,5.917684649,PC_A
MKD,North Macedonia,WB_WDI_NY_GDP_MKTP_KD_ZG,2001,-3.067256625,PC_A
NOR,Norway,WB_WDI_NY_GDP_MKTP_KD_ZG,2001,2.067130435,PC_A
OMN,Oman,WB_WDI_NY_GDP_MKTP_KD_ZG,2001,4.613166494,PC_A
PAK,Pakistan,WB_WDI_NY_GDP_MKTP_KD_ZG,2001,3.651350171,PC_A
PLW,Palau,WB_WDI_NY_GDP_MKTP_KD_ZG,2001,7.345893752,PC_A
PAN,Panama,WB_WDI_NY_GDP_MKTP_KD_ZG,2001,0.949907876,PC_A
PNG,Papua New Guinea,WB_WDI_NY_GDP_MKTP_KD_ZG,2001,-0.121288606,PC_A
PRY,Paraguay,WB_WDI_NY_GDP_MKTP_KD_ZG,2001,-0.834054717,PC_A
PER,Peru,WB_WDI_NY_GDP_MKTP_KD_ZG,2001,0.617892326,PC_A
BLZ,Belize,WB_WDI_NY_GDP_MKTP_KD_ZG,2002,5.399073207,PC_A
BEN,Benin,WB_WDI_NY_GDP_MKTP_KD_ZG,2002,4.643030871,PC_A
BMU,Bermuda,WB_WDI_NY_GDP_MKTP_KD_ZG,2002,-1.477790598,PC_A
BTN,Bhutan,WB_WDI_NY_GDP_MKTP_KD_ZG,2002,10.44377972,PC_A
BOL,Bolivia,WB_WDI_NY_GDP_MKTP_KD_ZG,2002,2.485565738,PC_A
BIH,Bosnia and Herzegovina,WB_WDI_NY_GDP_MKTP_KD_ZG,2002,5.027444647,PC_A
BWA,Botswana,WB_WDI_NY_GDP_MKTP_KD_ZG,2002,6.069530876,PC_A
BRA,Brazil,WB_WDI_NY_GDP_MKTP_KD_ZG,2002,3.053461857,PC_A
BRN,Brunei Darussalam,WB_WDI_NY_GDP_MKTP_KD_ZG,2002,3.9614389,PC_A
BGR,Bulgaria,WB_WDI_NY_GDP_MKTP_KD_ZG,2002,5.871931081,PC_A
BFA,Burkina Faso,WB_WDI_NY_GDP_MKTP_KD_ZG,2002,4.35296383,PC_A
PAK,Pakistan,WB_WDI_NY_GDP_MKTP_KD_ZG,2021,6.513885759,PC_A
PLW,Palau,WB_WDI_NY_GDP_MKTP_KD_ZG,2021,-13.26003193,PC_A
PAN,Panama,WB_WDI_NY_GDP_MKTP_KD_ZG,2021,16.46712486,PC_A
PNG,Papua New Guinea,WB_WDI_NY_GDP_MKTP_KD_ZG,2021,-0.511353419,PC_A
PRY,Paraguay,WB_WDI_NY_GDP_MKTP_KD_ZG,2021,4.016737318,PC_A
PER,Peru,WB_WDI_NY_GDP_MKTP_KD_ZG,2021,13.36262409,PC_A
PHL,Philippines,WB_WDI_NY_GDP_MKTP_KD_ZG,2021,5.714733132,PC_A
POL,Poland,WB_WDI_NY_GDP_MKTP_KD_ZG,2021,6.927182661,PC_A
PRT,Portugal,WB_WDI_NY_GDP_MKTP_KD_ZG,2021,5.558756721,PC_A
PRI,Puerto Rico,WB_WDI_NY_GDP_MKTP_KD_ZG,2021,0.38522272,PC_A
QAT,Qatar,WB_WDI_NY_GDP_MKTP_KD_ZG,2021,1.626935873,PC_A
NLD,Netherlands,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,0.097832364,PC_A
NZL,New Zealand,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,4.728042049,PC_A
NIC,Nicaragua,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,2.520732896,PC_A
NER,Niger,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,2.170610384,PC_A
NGA,Nigeria,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,7.347194968,PC_A
MKD,North Macedonia,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,2.222601657,PC_A
MNP,Northern Mariana Islands,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,0.343170899,PC_A
NOR,Norway,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,0.944909363,PC_A
OMN,Oman,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,-2.19466568,PC_A
PAK,Pakistan,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,5.401310873,PC_A
PLW,Palau,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,-2.127763083,PC_A
PAN,Panama,WB_WDI_NY_GDP_MKTP_KD_ZG,2003,5.096860136,PC_A
TUN,Tunisia,WB_WDI_NY_GDP_MKTP_KD_ZG,2021,4.736036482,PC_A
TUR,Türkiye,WB_WDI_NY_GDP_MKTP_KD_ZG,2021,11.81109445,PC_A
TKM,Turkmenistan,WB_WDI_NY_GDP_MKTP_KD_ZG,2021,6.200000017,PC_A
TCA,Turks and Caicos Islands,WB_WDI_NY_GDP_MKTP_KD_ZG,2021,29.62937817,PC_A
TUV,Tuvalu,WB_WDI_NY_GDP_MKTP_KD_ZG,2021,1.804135911,PC_A
UGA,Uganda,WB_WDI_NY_GDP_MKTP_KD_ZG,2021,3.536580341,PC_A
UKR,Ukraine,WB_WDI_NY_GDP_MKTP_KD_ZG,2021,3.445620659,PC_A
ARE,United Arab Emirates,WB_WDI_NY_GDP_MKTP_KD_ZG,2021,4.552785712,PC_A
GBR,United Kingdom,WB_WDI_NY_GDP_MKTP_KD_ZG,2021,8.543111845,PC_A
USA,United States,WB_WDI_NY_GDP_MKTP_KD_ZG,2021,6.055052932,PC_A
URY,Uruguay,WB_WDI_NY_GDP_MKTP_KD_ZG,2021,5.844273126,PC_A
UZB,Uzbekistan,WB_WDI_NY_GDP_MKTP_KD_ZG,2021,8.034683126,PC_A
COG,"Congo, Rep.",WB_WDI_NY_GDP_MKTP_KD_ZG,2002,4.581870061,PC_A
CRI,Costa Rica,WB_WDI_NY_GDP_MKTP_KD_ZG,2002,3.41687639,PC_A
CIV,Côte d?�Ivoire,WB_WDI_NY_GDP_MKTP_KD_ZG,2002,-2.730526474,PC_A
HRV,Croatia,WB_WDI_NY_GDP_MKTP_KD_ZG,2002,5.803328259,PC_A
CUB,Cuba,WB_WDI_NY_GDP_MKTP_KD_ZG,2002,1.424821261,PC_A
CUW,Curaçao,WB_WDI_NY_GDP_MKTP_KD_ZG,2002,0.397065217,PC_A
CYP,Cyprus,WB_WDI_NY_GDP_MKTP_KD_ZG,2002,3.722974911,PC_A
CZE,Czechia,WB_WDI_NY_GDP_MKTP_KD_ZG,2002,1.513459491,PC_A
DNK,Denmark,WB_WDI_NY_GDP_MKTP_KD_ZG,2002,0.456530019,PC_A
DMA,Dominica,WB_WDI_NY_GDP_MKTP_KD_ZG,2002,-3.087420524,PC_A
DOM,Dominican Republic,WB_WDI_NY_GDP_MKTP_KD_ZG,2002,4.48650367,PC_A
CZE,Czechia,WB_WDI_NY_GDP_MKTP_KD_ZG,2006,6.623172992,PC_A
DNK,Denmark,WB_WDI_NY_GDP_MKTP_KD_ZG,2006,3.816487699,PC_A
DMA,Dominica,WB_WDI_NY_GDP_MKTP_KD_ZG,2006,4.400774798,PC_A
DOM,Dominican Republic,WB_WDI_NY_GDP_MKTP_KD_ZG,2006,9.17120651,PC_A
ECU,Ecuador,WB_WDI_NY_GDP_MKTP_KD_ZG,2006,4.341131986,PC_A
EGY,"Egypt, Arab Rep.",WB_WDI_NY_GDP_MKTP_KD_ZG,2006,6.843838194,PC_A
SLV,El Salvador,WB_WDI_NY_GDP_MKTP_KD_ZG,2006,4.336998603,PC_A
GNQ,Equatorial Guinea,WB_WDI_NY_GDP_MKTP_KD_ZG,2006,7.704917607,PC_A
ERI,Eritrea,WB_WDI_NY_GDP_MKTP_KD_ZG,2006,-0.969217111,PC_A
EST,Estonia,WB_WDI_NY_GDP_MKTP_KD_ZG,2006,9.762571312,PC_A
HUN,Hungary,WB_WDI_NY_GDP_MKTP_KD_ZG,2004,4.963125362,PC_A
ISL,Iceland,WB_WDI_NY_GDP_MKTP_KD_ZG,2004,7.622605201,PC_A
IND,India,WB_WDI_NY_GDP_MKTP_KD_ZG,2004,7.922936612,PC_A
IDN,Indonesia,WB_WDI_NY_GDP_MKTP_KD_ZG,2004,5.030873945,PC_A
IRN,"Iran, Islamic Rep.",WB_WDI_NY_GDP_MKTP_KD_ZG,2004,4.336665979,PC_A
IRQ,Iraq,WB_WDI_NY_GDP_MKTP_KD_ZG,2004,53.38554729,PC_A
IRL,Ireland,WB_WDI_NY_GDP_MKTP_KD_ZG,2004,6.788139906,PC_A
IMN,Isle of Man,WB_WDI_NY_GDP_MKTP_KD_ZG,2004,5.200003104,PC_A
ISR,Israel,WB_WDI_NY_GDP_MKTP_KD_ZG,2004,4.647897444,PC_A
ITA,Italy,WB_WDI_NY_GDP_MKTP_KD_ZG,2004,1.474021706,PC_A
JAM,Jamaica,WB_WDI_NY_GDP_MKTP_KD_ZG,2004,1.323725105,PC_A
JPN,Japan,WB_WDI_NY_GDP_MKTP_KD_ZG,2004,2.186115694,PC_A
BRN,Brunei Darussalam,WB_WDI_NY_GDP_MKTP_KD_ZG,2020,1.13357335,PC_A
BGR,Bulgaria,WB_WDI_NY_GDP_MKTP_KD_ZG,2020,-3.133233031,PC_A
BFA,Burkina Faso,WB_WDI_NY_GDP_MKTP_KD_ZG,2020,2.010772624,PC_A
BDI,Burundi,WB_WDI_NY_GDP_MKTP_KD_ZG,2020,0.306443809,PC_A
CPV,Cabo Verde,WB_WDI_NY_GDP_MKTP_KD_ZG,2020,-20.8052759,PC_A
KHM,Cambodia,WB_WDI_NY_GDP_MKTP_KD_ZG,2020,-3.555721934,PC_A
CMR,Cameroon,WB_WDI_NY_GDP_MKTP_KD_ZG,2020,0.259932916,PC_A
CAN,Canada,WB_WDI_NY_GDP_MKTP_KD_ZG,2020,-5.038233435,PC_A
CYM,Cayman Islands,WB_WDI_NY_GDP_MKTP_KD_ZG,2020,-4.954807322,PC_A
CAF,Central African Republic,WB_WDI_NY_GDP_MKTP_KD_ZG,2020,0.899999997,PC_A
TCD,Chad,WB_WDI_NY_GDP_MKTP_KD_ZG,2020,-0.393646583,PC_A
KIR,Kiribati,WB_WDI_NY_GDP_MKTP_KD_ZG,2005,1.292430295,PC_A
KOR,"Korea, Rep.",WB_WDI_NY_GDP_MKTP_KD_ZG,2005,4.358236673,PC_A
KWT,Kuwait,WB_WDI_NY_GDP_MKTP_KD_ZG,2005,10.60904498,PC_A
KGZ,Kyrgyz Republic,WB_WDI_NY_GDP_MKTP_KD_ZG,2005,-0.175515404,PC_A
LAO,Lao PDR,WB_WDI_NY_GDP_MKTP_KD_ZG,2005,7.107568368,PC_A
LVA,Latvia,WB_WDI_NY_GDP_MKTP_KD_ZG,2005,11.61531786,PC_A
LBN,Lebanon,WB_WDI_NY_GDP_MKTP_KD_ZG,2005,2.68577931,PC_A
LSO,Lesotho,WB_WDI_NY_GDP_MKTP_KD_ZG,2005,3.466122228,PC_A
LBR,Liberia,WB_WDI_NY_GDP_MKTP_KD_ZG,2005,5.281212453,PC_A
LBY,Libya,WB_WDI_NY_GDP_MKTP_KD_ZG,2005,11.87075652,PC_A
LIE,Liechtenstein,WB_WDI_NY_GDP_MKTP_KD_ZG,2005,4.828076777,PC_A
LTU,Lithuania,WB_WDI_NY_GDP_MKTP_KD_ZG,2005,7.731446758,PC_A
GHA,Ghana,WB_WDI_NY_GDP_MKTP_KD_ZG,2020,0.513941671,PC_A
GRC,Greece,WB_WDI_NY_GDP_MKTP_KD_ZG,2020,-9.196231497,PC_A
GRL,Greenland,WB_WDI_NY_GDP_MKTP_KD_ZG,2020,0.250789762,PC_A
GRD,Grenada,WB_WDI_NY_GDP_MKTP_KD_ZG,2020,-13.75662226,PC_A
GUM,Guam,WB_WDI_NY_GDP_MKTP_KD_ZG,2020,-10.51885957,PC_A
GTM,Guatemala,WB_WDI_NY_GDP_MKTP_KD_ZG,2020,-1.785551751,PC_A
GIN,Guinea,WB_WDI_NY_GDP_MKTP_KD_ZG,2020,4.704590961,PC_A
GNB,Guinea-Bissau,WB_WDI_NY_GDP_MKTP_KD_ZG,2020,2.89139815,PC_A
GUY,Guyana,WB_WDI_NY_GDP_MKTP_KD_ZG,2020,43.47965172,PC_A
HTI,Haiti,WB_WDI_NY_GDP_MKTP_KD_ZG,2020,-3.30550547,PC_A
HND,Honduras,WB_WDI_NY_GDP_MKTP_KD_ZG,2020,-8.965082233,PC_A
HKG,"Hong Kong SAR, China",WB_WDI_NY_GDP_MKTP_KD_ZG,2020,-6.544804127,PC_A
BGD,Bangladesh,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,5.293294719,PC_A
BRB,Barbados,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,4.447189628,PC_A
BLR,Belarus,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,5.800003275,PC_A
BEL,Belgium,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,3.716705107,PC_A
BLZ,Belize,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,12.24061207,PC_A
BEN,Benin,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,5.857714205,PC_A
BMU,Bermuda,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,9.317156411,PC_A
BTN,Bhutan,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,3.355068382,PC_A
BOL,Bolivia,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,2.507810809,PC_A
BIH,Bosnia and Herzegovina,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,5.41431595,PC_A
BWA,Botswana,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,1.987695834,PC_A
BRA,Brazil,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,4.387949444,PC_A
VUT,Vanuatu,WB_WDI_NY_GDP_MKTP_KD_ZG,2023,2.09374325,PC_A
VEN,"Venezuela, RB",WB_WDI_NY_GDP_MKTP_KD_ZG,2023,4.001685911,PC_A
VNM,Vietnam,WB_WDI_NY_GDP_MKTP_KD_ZG,2023,5.065023915,PC_A
PSE,West Bank and Gaza,WB_WDI_NY_GDP_MKTP_KD_ZG,2023,-4.555804285,PC_A
ZMB,Zambia,WB_WDI_NY_GDP_MKTP_KD_ZG,2023,5.367942855,PC_A
ZWE,Zimbabwe,WB_WDI_NY_GDP_MKTP_KD_ZG,2023,5.350868791,PC_A
AFE,Eastern & Southern Africa,WB_WDI_NY_GDP_MKTP_KD_ZG,2024,2.763838691,PC_A
AFW,Western & Central Africa,WB_WDI_NY_GDP_MKTP_KD_ZG,2024,4.585673621,PC_A
ARB,Arab World,WB_WDI_NY_GDP_MKTP_KD_ZG,2024,1.703531028,PC_A
CSS,Caribbean small states,WB_WDI_NY_GDP_MKTP_KD_ZG,2024,13.31292509,PC_A
CEB,Central Europe and the Baltics,WB_WDI_NY_GDP_MKTP_KD_ZG,2024,2.07016017,PC_A
EAR,Early-demographic dividend,WB_WDI_NY_GDP_MKTP_KD_ZG,2024,3.668943594,PC_A
EAS,East Asia & Pacific,WB_WDI_NY_GDP_MKTP_KD_ZG,2024,3.7901055,PC_A
EAP,East Asia & Pacific (excluding high income),WB_WDI_NY_GDP_MKTP_KD_ZG,2024,4.961443882,PC_A
TEA,East Asia & Pacific (IDA & IBRD),WB_WDI_NY_GDP_MKTP_KD_ZG,2024,4.961515071,PC_A
EMU,Euro area,WB_WDI_NY_GDP_MKTP_KD_ZG,2024,0.911910157,PC_A
ECS,Europe & Central Asia,WB_WDI_NY_GDP_MKTP_KD_ZG,2024,1.566248456,PC_A
ECA,Europe & Central Asia (excluding high income),WB_WDI_NY_GDP_MKTP_KD_ZG,2024,3.982394713,PC_A
VCT,St. Vincent and the Grenadines,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,1.639031904,PC_A
SDN,Sudan,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,6.34586744,PC_A
SUR,Suriname,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,2.099998868,PC_A
SWE,Sweden,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,4.631121366,PC_A
CHE,Switzerland,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,3.958719908,PC_A
SYR,Syrian Arab Republic,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,0.675642589,PC_A
TJK,Tajikistan,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,8.324324495,PC_A
TZA,Tanzania,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,4.520784636,PC_A
THA,Thailand,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,4.455247043,PC_A
TLS,Timor-Leste,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,58.07810051,PC_A
TGO,Togo,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,-0.78347961,PC_A
TON,Tonga,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,3.75409745,PC_A
MDG,Madagascar,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,4.45685894,PC_A
MWI,Malawi,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,1.576077626,PC_A
MYS,Malaysia,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,8.85886817,PC_A
MDV,Maldives,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,3.845810408,PC_A
MLI,Mali,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,-0.736019992,PC_A
MLT,Malta,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,19.68126926,PC_A
MHL,Marshall Islands,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,2.454430069,PC_A
MRT,Mauritania,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,-3.918025852,PC_A
MUS,Mauritius,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,8.202791749,PC_A
MEX,Mexico,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,5.029283994,PC_A
FSM,"Micronesia, Fed. Sts.",WB_WDI_NY_GDP_MKTP_KD_ZG,2000,4.624573619,PC_A
MDA,Moldova,WB_WDI_NY_GDP_MKTP_KD_ZG,2000,2.107716082,PC_A
TGO,Togo,WB_WDI_NY_GDP_MKTP_KD_ZG,2022,6.29443692,PC_A
TON,Tonga,WB_WDI_NY_GDP_MKTP_KD_ZG,2022,-2.128544524,PC_A
TTO,Trinidad and Tobago,WB_WDI_NY_GDP_MKTP_KD_ZG,2022,0.861260827,PC_A
TUN,Tunisia,WB_WDI_NY_GDP_MKTP_KD_ZG,2022,2.75228761,PC_A
TUR,Türkiye,WB_WDI_NY_GDP_MKTP_KD_ZG,2022,5.441225113,PC_A
TKM,Turkmenistan,WB_WDI_NY_GDP_MKTP_KD_ZG,2022,6.199999936,PC_A
TCA,Turks and Caicos Islands,WB_WDI_NY_GDP_MKTP_KD_ZG,2022,14.08712342,PC_A
TUV,Tuvalu,WB_WDI_NY_GDP_MKTP_KD_ZG,2022,0.677309361,PC_A
UGA,Uganda,WB_WDI_NY_GDP_MKTP_KD_ZG,2022,4.588021922,PC_A
UKR,Ukraine,WB_WDI_NY_GDP_MKTP_KD_ZG,2022,-28.75858422,PC_A
ARE,United Arab Emirates,WB_WDI_NY_GDP_MKTP_KD_ZG,2022,7.514484258,PC_A
GBR,United Kingdom,WB_WDI_NY_GDP_MKTP_KD_ZG,2022,5.149703885,PC_A
USA,United States,WB_WDI_NY_GDP_MKTP_KD_ZG,2022,2.51237532,PC_A
URY,Uruguay,WB_WDI_NY_GDP_MKTP_KD_ZG,2022,4.486227031,PC_A
BFA,Burkina Faso,WB_WDI_NY_GDP_MKTP_KD_ZG,1999,7.395237801,PC_A
BDI,Burundi,WB_WDI_NY_GDP_MKTP_KD_ZG,1999,-1.009999996,PC_A
