record_type,source_dataset,source_file,source_row_no,title,normalized_name,country_raw,country_norm,country_iso3,hs_code_raw,hs_code_norm,keywords_raw,keywords_norm,has_contact,contact_name,contact_email,contact_phone,contact_website,valid_until
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,1,Hair Deo Refresher,,안도라,안도라,,,,Hair Deo Refresher | None,hair deo refresher | none,False,,,,,2023-12-22
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,2,Dr Kralle Gel Flat Gel System for Ingrown Toenail Pedicure,,스페인,스페인,,,,Dr Kralle Gel Flat Gel System for Ingrown Toenail Pedicure | Dr Kralle Gel Flat Gel System for Ingrown Toenail Pedicure,dr kralle gel flat gel system for ingrown toenail pedicure | dr kralle gel flat gel system for ingrown toenail pedicure,False,,,,,2023-11-28
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,3,Dr Kralle Gel Flat Gel System for Ingrown Toenail Pedicure,,스페인,스페인,,,,Dr Kralle Gel Flat Gel System for Ingrown Toenail Pedicure | Dr Kralle Gel Flat Gel System for Ingrown Toenail Pedicure,dr kralle gel flat gel system for ingrown toenail pedicure | dr kralle gel flat gel system for ingrown toenail pedicure,False,,,,,2023-11-28
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,4,Dr Kralle Gel Flat Gel System for Ingrown Toenail Pedicure,,스페인,스페인,,,,Dr Kralle Gel Flat Gel System for Ingrown Toenail Pedicure | Dr Kralle Gel Flat Gel System for Ingrown Toenail Pedicure,dr kralle gel flat gel system for ingrown toenail pedicure | dr kralle gel flat gel system for ingrown toenail pedicure,False,,,,,2023-11-28
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,5,Dr Kralle Gel Flat Gel System for Ingrown Toenail Pedicure,,스페인,스페인,,,,Dr Kralle Gel Flat Gel System for Ingrown Toenail Pedicure | Dr Kralle Gel Flat Gel System for Ingrown Toenail Pedicure,dr kralle gel flat gel system for ingrown toenail pedicure | dr kralle gel flat gel system for ingrown toenail pedicure,False,,,,,2023-11-28
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,6,Lupine Perfumed Cuticle Oil Pen,,영국,영국,,,,Lupine Perfumed Cuticle Oil Pen | Lupine Perfumed Cuticle Oil Pen,lupine perfumed cuticle oil pen | lupine perfumed cuticle oil pen,False,,,,,2023-11-28
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,7,Dr Kralle Kralle Kit for Ingrown Toenail Brace System,,영국,영국,,,,Dr Kralle Kralle Kit for Ingrown Toenail Brace System | Dr Kralle Kralle Kit for Ingrown Toenail Brace System,dr kralle kralle kit for ingrown toenail brace system | dr kralle kralle kit for ingrown toenail brace system,False,,,,,2023-11-28
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,8,Dr Kralle Pedi Saver Nail Serum for Damaged Nail,,영국,영국,,,,Dr Kralle Pedi Saver Nail Serum for Damaged Nail | Dr Kralle Pedi Saver Nail Serum for Damaged Nail,dr kralle pedi saver nail serum for damaged nail | dr kralle pedi saver nail serum for damaged nail,False,,,,,2023-11-28
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,9,Hair Deo Refresher,,미국,미국,,,,Hair Deo Refresher | None,hair deo refresher | none,False,,,,,2024-01-27
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,10,Dr Kralle Gel Flat Gel System for Ingrown Toenail Pedicure,,스페인,스페인,,,,Dr Kralle Gel Flat Gel System for Ingrown Toenail Pedicure | Dr Kralle Gel Flat Gel System for Ingrown Toenail Pedicure,dr kralle gel flat gel system for ingrown toenail pedicure | dr kralle gel flat gel system for ingrown toenail pedicure,False,,,,,2023-11-28
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,11,Lupine Finger Off Moisture Hand Mask Pack,,아랍에미리트,아랍에미리트,,,,Lupine Finger Off Moisture Hand Mask Pack | Lupine Finger Off Moisture Hand Mask Pack,lupine finger off moisture hand mask pack | lupine finger off moisture hand mask pack,False,,,,,2023-11-28
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,12,Lupine Eyelash Serum for Lash Growth,,아랍에미리트,아랍에미리트,,,,Lupine Eyelash Serum for Lash Growth | Lupine Eyelash Serum for Lash Growth,lupine eyelash serum for lash growth | lupine eyelash serum for lash growth,False,,,,,2023-11-28
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,13,Hair Deo Refresher,,미국,미국,,,,Hair Deo Refresher | None,hair deo refresher | none,False,,,,,2024-02-02
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,14,Office Chair Conference Chair Engineering Plastic Chair,,대한민국,대한민국,,,,Office Chair Conference Chair Engineering Plastic Chair | None,office chair conference chair engineering plastic chair | none,False,,,,,2024-01-04
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,15,Office Chair Conference Chair Engineering Plastic Chair,,대한민국,대한민국,,,,Office Chair Conference Chair Engineering Plastic Chair | None,office chair conference chair engineering plastic chair | none,False,,,,,2024-01-04
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,16,M1 Intensive Ampoule Serum,,오스트리아,오스트리아,,,,M1 Intensive Ampoule Serum | None,m1 intensive ampoule serum | none,False,,,,,2024-02-06
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,17,AJCE Hydraulic Hammer Breaker Power Cell Main Body,,미국,미국,,,,AJCE Hydraulic Hammer Breaker Power Cell Main Body | None,ajce hydraulic hammer breaker power cell main body | none,False,,,,,2024-01-13
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,18,ORGANIC Fleurissant Lip Glow,,러시아,러시아,,,,ORGANIC Fleurissant Lip Glow | None,organic fleurissant lip glow | none,False,,,,,2024-01-14
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,19,Fau De Signature Bakuchiol Peel,,말레이시아,말레이시아,,,,Fau De Signature Bakuchiol Peel | None,fau de signature bakuchiol peel | none,False,,,,,2024-01-17
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,20,ZAIS Aqua Booster Seaweed Peeling Kit,,말레이시아,말레이시아,,,,ZAIS Aqua Booster Seaweed Peeling Kit | None,zais aqua booster seaweed peeling kit | none,False,,,,,2024-01-17
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,21,Bio Seacil Exfola Peel,,말레이시아,말레이시아,,,,Bio Seacil Exfola Peel | None,bio seacil exfola peel | none,False,,,,,2024-01-17
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,22,Pira Peeling 4 U,,말레이시아,말레이시아,,,,Pira Peeling 4 U | Pira Peeling 4U,pira peeling 4 u | pira peeling 4u,False,,,,,2024-01-17
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,23,Dr NDS Hydrogel Lifting Mask and Brightening Booster Ampoule Kit,,말레이시아,말레이시아,,,,Dr NDS Hydrogel Lifting Mask and Brightening Booster Ampoule Kit | None,dr nds hydrogel lifting mask and brightening booster ampoule kit | none,False,,,,,2024-01-18
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,24,COSRX ACNE PIMPLE PATCH korea cosmetics,,미국,미국,,,,COSRX ACNE PIMPLE PATCH korea cosmetics | None,cosrx acne pimple patch korea cosmetics | none,False,,,,,2024-01-23
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,25,Lucynco Makeup Brush Black Teddy Bear,,캄보디아,캄보디아,,,,Lucynco Makeup Brush Black Teddy Bear | None,lucynco makeup brush black teddy bear | none,False,,,,,2024-02-01
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,26,Semi-Permanent Hair Color,,캄보디아,캄보디아,,,,Semi-Permanent Hair Color | None,semi-permanent hair color | none,False,,,,,2024-02-01
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,27,ALLA All in One Makeup Brush ALLA Faceset,,캄보디아,캄보디아,,,,ALLA All in One Makeup Brush ALLA Faceset | None,alla all in one makeup brush alla faceset | none,False,,,,,2024-02-01
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,28,with M Gaspard and Lisa EcoFriendly Mini Makeup Brush Set,,캄보디아,캄보디아,,,,with M Gaspard and Lisa EcoFriendly Mini Makeup Brush Set | None,with m gaspard and lisa ecofriendly mini makeup brush set | none,False,,,,,2024-02-01
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,29,KOWONHYE Makeup Brush,,캄보디아,캄보디아,,,,KOWONHYE Makeup Brush | None,kowonhye makeup brush | none,False,,,,,2024-02-01
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,30,MUSTAEV 10 Shade Lip CreamPro Palette,,캄보디아,캄보디아,,,,MUSTAEV 10 Shade Lip CreamPro Palette | None,mustaev 10 shade lip creampro palette | none,False,,,,,2024-02-01
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,31,Sinature Perfect Concentrated Direct Absorption Vaginal Serum 2ml 4ea,,독일,독일,,,,Sinature Perfect Concentrated Direct Absorption Vaginal Serum 2ml 4ea | None,sinature perfect concentrated direct absorption vaginal serum 2ml 4ea | none,False,,,,,2024-02-03
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,32,Chane Fill Body Filler,,독일,독일,,,,Chane Fill Body Filler | None,chane fill body filler | none,False,,,,,2024-02-03
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,33,PILLOX Bodyfil Volumizer 55ml HA Body Filler,,독일,독일,,,,PILLOX Bodyfil Volumizer 55ml HA Body Filler | None,pillox bodyfil volumizer 55ml ha body filler | none,False,,,,,2024-02-03
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,34,MELA BIANCA Collina Hair Band,,미국,미국,,,,MELA BIANCA Collina Hair Band | None,mela bianca collina hair band | none,False,,,,,2024-02-04
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,35,Turban Hair Band,,미국,미국,,,,Turban Hair Band | None,turban hair band | none,False,,,,,2024-02-04
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,36,InsIns Body Spa Care,,미국,미국,,,,InsIns Body Spa Care | None,insins body spa care | none,False,,,,,2024-02-04
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,37,Abib Rice Probiotics Overnight Mask Barrier Jelly,,미국,미국,,,,Abib Rice Probiotics Overnight Mask Barrier Jelly | None,abib rice probiotics overnight mask barrier jelly | none,False,,,,,2024-02-04
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,38,Gel Starter 200ml,,대한민국,대한민국,,,,Gel Starter 200ml | Lotion Polishing 200ml,gel starter 200ml | lotion polishing 200ml,False,,,,,2024-02-07
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,39,Glutanex InShower Body Cream,,미국,미국,,,,Glutanex InShower Body Cream | None,glutanex inshower body cream | none,False,,,,,2024-07-05
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,40,Fermentation Essence Face Mask Pack,,인도,인도,,,,Fermentation Essence Face Mask Pack | None,fermentation essence face mask pack | none,False,,,,,2024-02-08
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,41,TIRTIR CALM DOWN BUBBLE TONER 150ml,,타이,타이,,,,TIRTIR CALM DOWN BUBBLE TONER 150ml | None,tirtir calm down bubble toner 150ml | none,False,,,,,2024-02-08
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,42,MAKEUP SPONGES,,캐나다,캐나다,,,,MAKEUP SPONGES | None,makeup sponges | none,False,,,,,2024-02-09
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,43,Neuramis Dermal Fillers,,타이베이,타이베이,,,,Neuramis Dermal Fillers | None,neuramis dermal fillers | none,False,,,,,2024-02-13
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,44,Neuramis Hyaluronic Acid Filler,,타이베이,타이베이,,,,Neuramis Hyaluronic Acid Filler | None,neuramis hyaluronic acid filler | none,False,,,,,2024-02-13
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,45,Ellanse M S Best Seller Dermal Filler Hyaluronic Acid,,타이베이,타이베이,,,,Ellanse M S Best Seller Dermal Filler Hyaluronic Acid | None,ellanse m s best seller dermal filler hyaluronic acid | none,False,,,,,2024-02-13
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,46,Hyaluronic acid filler Cleviel contour with lidocaine,,타이베이,타이베이,,,,Hyaluronic acid filler Cleviel contour with lidocaine | None,hyaluronic acid filler cleviel contour with lidocaine | none,False,,,,,2024-02-13
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,47,LOVELYCC SWEET PEACH LIP OIL 5ML,,아르헨티나,아르헨티나,,,,LOVELYCC SWEET PEACH LIP OIL 5ML | LOVELYCC SWEET PEACH LIP OIL 5ML,lovelycc sweet peach lip oil 5ml | lovelycc sweet peach lip oil 5ml,False,,,,,2024-02-13
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,48,"FACE WASH, Made with Rose Ingredients, ROYROSA Rose Whip Cleansing Foam",,인도,인도,,,,"FACE WASH, Made with Rose Ingredients, ROYROSA Rose Whip Cleansing Foam | None","face wash, made with rose ingredients, royrosa rose whip cleansing foam | none",False,,,,,2024-02-14
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,49,ZAIS Aqua Booster Seaweed Peeling Kit,,말레이시아,말레이시아,,,,ZAIS Aqua Booster Seaweed Peeling Kit | None,zais aqua booster seaweed peeling kit | none,False,,,,,2024-02-15
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,50,Bio Seacil Exfola Peel,,말레이시아,말레이시아,,,,Bio Seacil Exfola Peel | None,bio seacil exfola peel | none,False,,,,,2024-02-15
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,51,Azulene Purple Serum 50ml,,인도,인도,,,,Azulene Purple Serum 50ml | Azulene Purple Serum 50ml,azulene purple serum 50ml | azulene purple serum 50ml,False,,,,,2024-02-15
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,52,SimplyO Heavenly Body Lotion,,인도,인도,,,,SimplyO Heavenly Body Lotion | SimplyO Heavenly Body Lotion,simplyo heavenly body lotion | simplyo heavenly body lotion,False,,,,,2024-02-16
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,53,Sleeping Socks,,아프가니스탄,아프가니스탄,,,,Sleeping Socks | Nail Art Semi-cured Gel Nail OEM Manufacturer,sleeping socks | nail art semi-cured gel nail oem manufacturer,False,,,,,2024-02-17
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,54,Romi Hydrogen Beauty Soap,,말레이시아,말레이시아,,,,Romi Hydrogen Beauty Soap | None,romi hydrogen beauty soap | none,False,,,,,2024-02-17
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,55,Bellast Ultra L24 Soft Best Seller Dermal Filler hyaluronic acid Made in Korea,,중화인민공화국,중화인민공화국,,,,Bellast Ultra L24 Soft Best Seller Dermal Filler hyaluronic acid Made in Korea | None,bellast ultra l24 soft best seller dermal filler hyaluronic acid made in korea | none,False,,,,,2024-02-17
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,56,COSRX Advanced Snail 96 Mucin Power Essence,,파키스탄,파키스탄,,,,COSRX Advanced Snail 96 Mucin Power Essence | None,cosrx advanced snail 96 mucin power essence | none,False,,,,,2024-02-21
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,57,Touvhcell Body Roll,,캐나다,캐나다,,,,Touvhcell Body Roll | None,touvhcell body roll | none,False,,,,,2024-02-21
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,58,COSRX Pure Fit Cica Serum 55ml,,미국,미국,,,,COSRX Pure Fit Cica Serum 55ml | None,cosrx pure fit cica serum 55ml | none,False,,,,,2024-02-24
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,59,korean cosmetics-Dr Jart Black Label Detox BB Beauty Balm Spf25,,미국,미국,,,,korean cosmetics-Dr Jart Black Label Detox BB Beauty Balm Spf25 | None,korean cosmetics-dr jart black label detox bb beauty balm spf25 | none,False,,,,,2024-02-24
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,60,1 Day Hyaluronic Acid Mask Pack,,캐나다,캐나다,,,,1 Day Hyaluronic Acid Mask Pack | None,1 day hyaluronic acid mask pack | none,False,,,,,2024-02-24
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,61,Msmineral MSM Massage Ball Cream Hot and Cool,,이라크,이라크,,,,Msmineral MSM Massage Ball Cream Hot and Cool | None,msmineral msm massage ball cream hot and cool | none,False,,,,,2024-03-01
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,62,MSMineral MSM Sports Cream DPHEAL SUL16,,이라크,이라크,,,,MSMineral MSM Sports Cream DPHEAL SUL16 | None,msmineral msm sports cream dpheal sul16 | none,False,,,,,2024-03-01
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,63,PVC leather non-slip,,미국,미국,,,,PVC leather non-slip | None,pvc leather non-slip | none,False,,,,,2024-03-01
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,64,CMMA Solid Surface Non-Slip Flooring Panel,,미국,미국,,,,CMMA Solid Surface Non-Slip Flooring Panel | None,cmma solid surface non-slip flooring panel | none,False,,,,,2024-03-01
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,65,ECOMAN CHOICE Ultra Simple Transparent Antislip Paint Spray,,미국,미국,,,,ECOMAN CHOICE Ultra Simple Transparent Antislip Paint Spray | Ultra Simple Transparent Antislip Paint Spray,ecoman choice ultra simple transparent antislip paint spray | ultra simple transparent antislip paint spray,False,,,,,2024-03-01
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,66,"Wireless Mini Vacuum Cleaner.  your hair, clean the desk in a sitting position.",,미국,미국,,,,"Wireless Mini Vacuum Cleaner.  your hair, clean the desk in a sitting position. | None","wireless mini vacuum cleaner.  your hair, clean the desk in a sitting position. | none",False,,,,,2024-03-01
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,67,Pet Training Pads PVC Auxiliary Mat Waterproof Non Slip,,미국,미국,,,,Pet Training Pads PVC Auxiliary Mat Waterproof Non Slip | None,pet training pads pvc auxiliary mat waterproof non slip | none,False,,,,,2024-03-01
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,68,Nonslip Mat Red,,미국,미국,,,,Nonslip Mat Red | None,nonslip mat red | none,False,,,,,2024-03-01
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,69,GN BODY EMS Kegel Exerciser,,미국,미국,,,,GN BODY EMS Kegel Exerciser | None,gn body ems kegel exerciser | none,False,,,,,2024-03-01
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,70,Ultra Simple Anti Slip Spray Mivanx 1L,,미국,미국,,,,Ultra Simple Anti Slip Spray Mivanx 1L | Ultra-simple anti-slip spray_ MiVANX 1L,ultra simple anti slip spray mivanx 1l | ultra-simple anti-slip spray_ mivanx 1l,False,,,,,2024-03-01
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,71,Methyl Methacrylate thermosetting Acrylic Resin road non-slip mult-color,,미국,미국,,,,Methyl Methacrylate thermosetting Acrylic Resin road non-slip mult-color | None,methyl methacrylate thermosetting acrylic resin road non-slip mult-color | none,False,,,,,2024-03-01
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,72,EZ Clip Type A,,미국,미국,,,,EZ Clip Type A | None,ez clip type a | none,False,,,,,2024-03-01
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,73,EZ Clip Type A,,미국,미국,,,,EZ Clip Type A | None,ez clip type a | none,False,,,,,2024-03-01
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,74,Medibless Lightoxs Serum with Botox Peptide,,과테말라,과테말라,,,,Medibless Lightoxs Serum with Botox Peptide | None,medibless lightoxs serum with botox peptide | none,False,,,,,2024-03-02
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,75,Sue Core Hanbando Lotion,,미국,미국,,,,Sue Core Hanbando Lotion | Sue Core Hanbando Lotion,sue core hanbando lotion | sue core hanbando lotion,False,,,,,2024-03-03
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,76,Eosika IPL Hair Removal SIPL22X with Skin Tone Sensor,,미국,미국,,,,Eosika IPL Hair Removal SIPL22X with Skin Tone Sensor | None,eosika ipl hair removal sipl22x with skin tone sensor | none,False,,,,,2024-03-03
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,77,Slipring / Rotaty Joint / Rotary Union,,미국,미국,,,,Slipring / Rotaty Joint / Rotary Union | None,slipring / rotaty joint / rotary union | none,False,,,,,2024-03-03
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,78,Trimay Peptid 18 Eye Cream,,미국,미국,,,,Trimay Peptid 18 Eye Cream | Trimay Peptid 18 Eye Cream,trimay peptid 18 eye cream | trimay peptid 18 eye cream,False,,,,,2024-03-03
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,79,Trimay Peptid 18 Eye Cream,,미국,미국,,,,Trimay Peptid 18 Eye Cream | Trimay Peptid 18 Eye Cream,trimay peptid 18 eye cream | trimay peptid 18 eye cream,False,,,,,2024-03-03
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,80,ORGANIC Fleurissant Lip Glow,,미국,미국,,,,ORGANIC Fleurissant Lip Glow | None,organic fleurissant lip glow | none,False,,,,,2024-03-03
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,81,DOCTOR HANDS HIFU Home Edition Beauty Device,,미국,미국,,,,DOCTOR HANDS HIFU Home Edition Beauty Device | None,doctor hands hifu home edition beauty device | none,False,,,,,2024-03-04
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,82,Snow 2 Plus Mela Snow Magnesium Micro Needle Patch and Ampoule Mask Pack,,미국,미국,,,,Snow 2 Plus Mela Snow Magnesium Micro Needle Patch and Ampoule Mask Pack | Snow 2 Plus Mela Snow Magnesium Micro Needle Patch and Ampoule Mask Pack,snow 2 plus mela snow magnesium micro needle patch and ampoule mask pack | snow 2 plus mela snow magnesium micro needle patch and ampoule mask pack,False,,,,,2024-03-04
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,83,SOROCI Vita-Tangerine Fit Mask,,미국,미국,,,,SOROCI Vita-Tangerine Fit Mask | SOROCI Vita-Tangerine Fit Mask,soroci vita-tangerine fit mask | soroci vita-tangerine fit mask,False,,,,,2024-03-04
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,84,Melanon X Cream,,미국,미국,,,,Melanon X Cream | None,melanon x cream | none,False,,,,,2024-03-04
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,85,Oligodermie revitalizing cream mask for dull and devitalized skin 110ml,,미국,미국,,,,Oligodermie revitalizing cream mask for dull and devitalized skin 110ml | None,oligodermie revitalizing cream mask for dull and devitalized skin 110ml | none,False,,,,,2024-03-04
buyer_candidate,대한무역투자진흥공사_buyKOREA인콰이어리,대한무역투자진흥공사_인콰이어리_정보_20251127,86,Hair Brush,,미국,미국,,,,Hair Brush | None,hair brush | none,False,,,,,2024-03-04
